,beta,gamma,sse
0,0.02,0.01,739287825.9054579
1,0.03,0.01,409662201.5050572
2,0.03,0.02,761333716.8293136
3,0.04,0.01,568710241.432782
4,0.04,0.02,413721666.4745287
5,0.04,0.03,784127038.6268356
6,0.05,0.01,1265950881.110521
7,0.05,0.02,552812223.5048958
8,0.05,0.03,418550210.7455
9,0.05,0.04,807670857.3555864
10,0.060000000000000005,0.01,2554982287.1587048
11,0.060000000000000005,0.02,1227946750.135628
12,0.060000000000000005,0.03,537704838.1225618
13,0.060000000000000005,0.04,424151462.8494599
14,0.060000000000000005,0.05,831968205.4426101
15,0.07,0.01,4493798558.849233
16,0.07,0.02,2492530423.909329
17,0.07,0.03,1190754606.703081
18,0.07,0.04,523392343.7469657
19,0.07,0.05,430529014.3173603
20,0.07,0.060000000000000005,857022081.5549392
21,0.08,0.01,7145130364.789341
22,0.08,0.02,4404347597.695467
23,0.08,0.03,2430911588.7936287
24,0.08,0.04,1154379413.993324
25,0.08,0.05,509878958.1253037
26,0.08,0.060000000000000005,437686419.5269897
27,0.08,0.07,882835450.4736845
28,0.09,0.01,10576811282.78622
29,0.09,0.02,7025900976.474751
30,0.09,0.03,4315750260.404798
31,0.09,0.04,2370131532.60895
32,0.09,0.05,1118826090.379639
33,0.09,0.060000000000000005,497168858.11180854
34,0.09,0.07,445627195.55430526
35,0.09,0.08,909411242.9715519
36,0.09999999999999999,0.01,14862171737.158112
37,0.09999999999999999,0.02,10424776368.224434
38,0.09999999999999999,0.03,6907545216.850591
39,0.09999999999999999,0.04,4228013177.252334
40,0.09999999999999999,0.05,2310195956.8320017
41,0.09999999999999999,0.060000000000000005,1084099509.219089
42,0.09999999999999999,0.07,485266179.4932283
43,0.09999999999999999,0.08,454354822.02873105
44,0.09999999999999999,0.09,936752355.6939144
45,0.10999999999999999,0.01,20080462562.579086
46,0.10999999999999999,0.02,14674034891.568878
47,0.10999999999999999,0.03,10273634333.285141
48,0.10999999999999999,0.04,6790070697.438696
49,0.10999999999999999,0.05,4141142924.213935
50,0.10999999999999999,0.060000000000000005,2251110513.3757625
51,0.10999999999999999,0.07,1050204498.6486216
52,0.10999999999999999,0.08,474175016.8187454
53,0.10999999999999999,0.09,463872740.9924105
54,0.10999999999999999,0.09999999999999999,964861651.0434005
55,0.11999999999999998,0.01,26317310367.379807
56,0.11999999999999998,0.02,19852634656.626232
57,0.11999999999999998,0.03,14486809241.239038
58,0.11999999999999998,0.04,10123393883.45794
59,0.11999999999999998,0.05,6673484969.967975
60,0.11999999999999998,0.060000000000000005,4055146022.684496
61,0.11999999999999998,0.07,2192880804.3521996
62,0.11999999999999998,0.08,1017145841.386141
63,0.11999999999999998,0.09,463899423.2344029
64,0.11999999999999998,0.09999999999999999,474184356.763397
65,0.11999999999999998,0.10999999999999999,993741957.0678909
66,0.12999999999999998,0.01,33665207022.604015
67,0.12999999999999998,0.02,26045884078.16388
68,0.12999999999999998,0.03,19625735124.928947
69,0.12999999999999998,0.04,14300504710.452118
70,0.12999999999999998,0.05,9974063658.374992
71,0.12999999999999998,0.060000000000000005,6557795526.048772
72,0.12999999999999998,0.07,3970028939.2027197
73,0.12999999999999998,0.08,2135512381.8405464
74,0.12999999999999998,0.09,984928274.5367063
75,0.12999999999999998,0.09999999999999999,454443410.3219559
76,0.12999999999999998,0.10999999999999999,485293035.8028002
77,0.12999999999999998,0.11999999999999998,1023396067.3520963
78,0.13999999999999999,0.01,42224035766.59209
79,0.13999999999999999,0.02,33345929132.295525
80,0.13999999999999999,0.03,25775401982.644653
81,0.13999999999999999,0.04,19399775248.769688
82,0.13999999999999999,0.05,14115131150.936852
83,0.13999999999999999,0.060000000000000005,9825652231.435705
84,0.13999999999999999,0.07,6443009796.854721
85,0.13999999999999999,0.08,3885798085.182193
86,0.13999999999999999,0.09,2079010747.661358
87,0.13999999999999999,0.09999999999999999,953556489.4036427
88,0.13999999999999999,0.10999999999999999,445810947.94217163
89,0.13999999999999999,0.11999999999999998,497202106.5858505
90,0.13999999999999999,0.12999999999999998,1053826740.9125675
91,0.15,0.01,52101636589.00458
92,0.15,0.02,41852277030.0533
93,0.15,0.03,33027609649.38282
94,0.15,0.04,25505876872.09532
95,0.15,0.05,19174766229.477646
96,0.15,0.060000000000000005,13930698341.436222
97,0.15,0.07,9678168109.440292
98,0.15,0.08,6329135152.811815
99,0.15,0.09,3802459816.6491346
100,0.15,0.09999999999999999,2023381353.156198
101,0.15,0.10999999999999999,923035131.3047214
102,0.15,0.11999999999999998,438005964.08257926
103,0.15,0.12999999999999998,509914859.4768983
104,0.15,0.13999999999999999,1085036702.0961378
105,0.16,0.01,63414413743.5988
106,0.16,0.02,51672358953.81062
107,0.16,0.03,41481489037.625755
108,0.16,0.04,32710263044.462883
109,0.16,0.05,25237321449.65863
110,0.16,0.060000000000000005,18950719187.933784
111,0.16,0.07,13747215987.285454
112,0.16,0.08,9531619732.230497
113,0.16,0.09,6216178903.294462
114,0.16,0.09999999999999999,3720020433.986127
115,0.16,0.10999999999999999,1968629598.9729567
116,0.16,0.11999999999999998,893368799.3933774
117,0.16,0.12999999999999998,431032344.70963395
118,0.16,0.13999999999999999,523434546.6083143
119,0.16,0.15,1117028640.4818964
120,0.17,0.01,76287988436.35083
121,0.17,0.02,62922134686.30084
122,0.17,0.03,51244062224.31091
123,0.17,0.04,41111688126.62189
124,0.17,0.05,32393903690.960705
125,0.17,0.060000000000000005,24969748329.780285
126,0.17,0.07,18727645164.08699
127,0.17,0.08,13564693719.999107
128,0.17,0.09,9386015472.339369
129,0.17,0.09999999999999999,6104148296.329055
130,0.17,0.10999999999999999,3638486181.6826277
131,0.17,0.11999999999999998,1914760834.8569074
132,0.17,0.12999999999999998,864562046.4848707
133,0.17,0.13999999999999999,424893933.62530595
134,0.17,0.15,537764381.7633095
135,0.17,0.16,1149805210.786564
136,0.18000000000000002,0.01,90857899945.29947
137,0.18000000000000002,0.02,75726742157.47107
138,0.18000000000000002,0.03,62430844194.175674
139,0.18000000000000002,0.04,50816764811.8808
140,0.18000000000000002,0.05,40742890527.18104
141,0.18000000000000002,0.060000000000000005,32078545864.48215
