,I_t
0,322550.0
1,332801.98931037704
2,343028.0695415089
3,353195.8253796261
4,363271.27803602506
5,373219.0548900417
6,383002.58791241585
7,392584.3402363539
8,401926.0596224744
9,410989.0569123449
10,419734.5069004887
11,428123.76839597477
12,436118.7196132647
13,443682.1044502384
14,450777.88470180647
15,457371.59284201084
16,463430.6797059089
17,468924.85123183025
18,473826.388397865
19,478110.44461200957
20,481755.3150961565
21,484742.67323710537
22,487057.76945408713
23,488689.5888372189
24,489630.9646248685
25,489878.6454856238
26,489433.3155245107
27,488299.56691314484
28,486485.8260186282
29,484004.2348457293
30,480870.4904825947
31,477103.6460263856
32,472725.87714037567
33,467762.2189416153
34,462240.27832706773
35,456189.92711053306
36,449642.9814625582
37,442632.87312589
38,435194.3177294356
39,427362.9852575371
40,419175.17736499076
41,410667.51578003843
42,401876.6455270073
43,392838.9561471122
44,383590.3235193193
45,374165.8743010288
46,364599.77443682327
47,354925.04263663496
48,345173.3892139847
49,335375.0802094875
50,325558.8263111462
51,315751.6957252014
52,305979.0498514102
53,296264.50037456746
54,286629.88619818445
55,277095.2685134692
56,267678.94221303024
57,258397.46181924012
58,249265.68009664232
59,240296.79755065512
60,231502.42107557328
61,222892.6300981091
62,214476.04866335177
63,206259.92202334822
64,198250.19641027116
65,190451.60080258697
66,182867.7296205314
67,175501.12541381677
68,168353.36072759822
69,161425.11845054463
70,154716.27006004466
71,148225.95128315882
72,141952.63478726838
73,135894.1996011219
74,130047.99704502772
75,124410.91301837876
76,118979.42655376419
77,113749.6645999964
78,108717.4530419128
79,103878.3640033252
80,99227.75951154252
81,94760.8316280641
82,90472.63917091268
83,86358.14117021888
84,82412.22721063561
85,78629.74482247386
86,75005.5240886047
87,71534.39963661927
88,68211.23018590003
89,65030.91581750889
90,61988.41313148594
91,59078.748451577194
92,56297.029231843
93,53638.45381327415
94,51098.319671665726
95,48672.03029074489
96,46355.100787068324
97,44143.162405623356
98,42031.96599749043
99,40017.384583438055
100,38095.41509999611
101,36262.179417443505
102,34513.92471229488
103,32847.0232703099
104,31257.97178980023
105,29743.390249088097
106,28300.020396384843
107,26924.723915109913
108,25614.480312759275
109,24366.38457685108
110,23177.64463721755
111,22045.57866996471
112,20967.612274773543
113,19941.275553853862
114,18964.20011777136
115,18034.116040534176
116,17148.848783732803
117,16306.316107161472
118,15504.524981195125
119,14741.56851423969
120,14015.62290680028
121,13324.944442108725
122,12667.866521805738
123,12042.79675387143
124,11448.214098829603
125,10882.666079204933
126,10344.766056277687
127,9833.1905773484
128,9346.676795985804
129,8884.01996707713
130,8444.071017922635
131,8025.73419610899
132,7627.964794452084
133,7249.76695291294
134,6890.191537055027
135,6548.33409232233
136,6223.332873170155
137,5914.3669458706745
138,5620.654363638651
139,5341.450412575943
140,5076.045926813205
141,4823.765671130531
142,4583.9667892629905
143,4356.0373160397485
144,4139.394751464342
145,3933.4846948169265
146,3737.7795368449665
147,3551.777208105377
148,3374.99998152707
149,3206.993327276916
150,3047.324818033139
151,2895.583082797073
152,2751.3768074061063
153,2614.333779946681
154,2484.0999793056953
155,2360.338705140893
156,2242.729747595247
157,2130.968595126479
158,2024.7656788702143
159,1923.8456520034715
160,1827.9467026239183
161,1736.8198987092383
162,1650.2285637698385
163,1567.947681856732
164,1489.7633306345751
165,1415.472141277361
166,1344.8807839910348
167,1277.8054780131797
168,1214.0715249848442
169,1153.5128646334501
170,1095.9716517484837
171,1041.2978534732863
172,989.3488659766699
173,939.9891496072933
174,893.0898816716983
175,848.5286260136396
176,806.1890186078294
177,765.9604684154749
178,727.7378727820133
179,691.4213466892725
180,656.9159652049087
181,624.1315185014305
182,592.982278845429
183,563.3867789848236
184,535.2676013880266
185,508.55117781396586
186,483.16759871590244
187,459.0504320049751
188,436.1365507214299
189,414.3659691825766
190,393.6816871966886
191,374.02954195136226
192,355.35806720330294
193,337.6183594141436
194,320.76395049375253
195,304.7506868285865
196,289.53661428801536
197,275.0818689162228
198,261.34857303129024
199,248.30073646643945
