,I_t
0,114.0
1,158.56633566734692
2,220.5550631711398
3,306.7771012129749
4,426.70591136269576
5,593.5183064079322
6,825.5420811098948
7,1148.2694456044537
8,1597.1573360481789
9,2221.5219935780115
10,3089.9551612592254
11,4297.85590610697
12,5977.90350155356
13,8314.61797010258
14,11564.600179163457
15,16084.660001587006
16,22370.893404116134
17,31112.944607905793
18,43269.304350596336
19,60171.70318575478
20,83669.65603599894
21,116330.24134924353
22,161713.52742471488
23,224750.95033619218
24,312262.5425861199
25,433658.99083701137
26,601885.0049855453
27,834668.586165598
28,1156140.2430804803
29,1598864.5923486308
30,2206261.36732848
31,3035245.8412261032
32,4158635.0437474893
33,5666384.256184161
34,7664014.6284750905
35,10265794.349062791
36,13579815.338534955
37,17683060.89173296
38,22588186.89056422
39,28210414.451655976
40,34349912.97471581
41,40705722.50599745
42,46925810.762392506
43,52678058.69593005
44,57713532.68744384
45,61898357.48981044
46,65209337.61488988
47,67705459.56556675
48,69492440.4119794
49,70692596.02280465
50,71424765.54602784
51,71793732.67331749
52,71886435.24770086
53,71772161.3511393
54,71504649.86010899
55,71124813.74426454
56,70663411.19049515
57,70143371.66171698
58,69581694.48087557
59,68990939.00429541
60,68380365.44776759
61,67756794.19948359
62,67125246.25841889
63,66489417.3058902
64,65852027.159024276
65,65215076.7602723
66,64580036.973932944
67,63947987.2735097
68,63319717.68114967
69,62695803.77895034
70,62076661.986386806
71,61462590.365900256
72,60853798.80325337
73,60250431.37517497
74,59652582.96234857
75,59060311.61553729
76,58473647.78117118
77,57892601.19956171
78,57317166.07456745
79,56747324.9565828
80,56183051.665592924
81,55624313.49642921
82,55071072.88605502
83,54523288.67673701
84,53980917.07495993
85,53443912.38074814
86,52912227.54334475
87,52385814.58527096
88,51864624.92639769
89,51348609.63189338
90,50837719.602091074
91,50331905.71794689
92,49831118.95247255
93,49335310.4560436
94,48844431.621609576
95,48358434.13441221
96,47877270.00973925
97,47400891.62142143
98,46929251.723154865
99,46462303.46425369
100,46000000.401071995
101,45542296.50505405
102,45089146.16815598
103,44640504.20621651
104,44196325.860725984
105,43756566.79934425
106,43321183.115440995
107,42890131.326872855
108,42463368.37416519
109,42040851.61823049
110,41622538.837727144
111,41208388.22614032
112,40798358.388649546
113,40392408.3388339
114,39990497.49525529
115,39592585.67795169
116,39198633.10486583
117,38808600.38822935
118,38422448.53091861
119,38040138.922794774
120,37661633.33703828
121,37286893.9264859
122,36915883.219976656
123,36548564.11871173
124,36184899.89263245
125,35824854.17681946
126,35468390.9679157
127,35115474.62057503
128,34766069.84393819
129,34420141.69813712
130,34077655.59082875
131,33738577.27375865
132,33402872.839355376
133,33070508.717355512
134,32741451.671459895
135,32415668.796020992
136,32093127.512761544
137,31773795.567524433
138,31457641.02705371
139,31144632.27580666
140,30834738.012796804
141,30527927.248467583
142,30224169.301596623
143,29923433.79623031
144,29625690.65864846
145,29330910.11435889
146,29039062.685121566
147,28750119.186002165
148,28464050.72245474
149,28180828.687433258
150,27900424.758531705
151,27622810.895152576
152,27347959.33570341
153,27075842.59482113
154,26806433.460623946
155,26539704.991990536
156,26275630.51586624
157,26014183.624596015
158,25755338.17328391
159,25499068.27717875
160,25245348.309085827
161,24994152.896804318
162,24745456.920590173
163,24499235.51064425
164,24255464.044625398
165,24014118.145188306
166,23775173.67754581
167,23538606.74705547
168,23304393.696830142
169,23072511.105372317
170,22842935.784231994
171,22615644.77568785
172,22390615.3504515
173,22167825.005394544
174,21947251.4612983
175,21728872.66062586
176,21512666.765316337
177,21298612.154601067
178,21086687.42284153
179,20876871.37738877
180,20669143.036464144
181,20463481.627061103
182,20259866.58286792
183,20058277.542211026
184,19858694.34601884
185,19661097.03580585
186,19465465.85167676
187,19271781.230350465
188,19080023.803203747
189,18890174.39433437
190,18702214.01864349
191,18516123.879937135
192,18331885.369046565
193,18149480.061967343
194,17968889.718016922
195,17790096.278010573
196,17613081.862455435
197,17437828.76976257
198,17264319.47447677
199,17092536.625524025
