,beta,gamma,sse
0,0.02,0.01,789286.5033858458
1,0.03,0.01,79011.47283823481
2,0.03,0.02,792800.619988662
3,0.04,0.01,729056.2958301841
4,0.04,0.02,79153.72471495483
5,0.04,0.03,796330.6974065051
6,0.05,0.01,2882042.364217449
7,0.05,0.02,725452.1649880873
8,0.05,0.03,79305.40914688518
9,0.05,0.04,799876.7881154483
10,0.060000000000000005,0.01,6692848.489779191
11,0.060000000000000005,0.02,2874283.0037182425
12,0.060000000000000005,0.03,721849.9866458606
13,0.060000000000000005,0.04,79466.58634136613
14,0.060000000000000005,0.05,803438.9446811519
15,0.07,0.01,12329612.595520832
16,0.07,0.02,6680487.682943193
17,0.07,0.03,2866517.056733627
18,0.07,0.04,718249.8296404602
19,0.07,0.05,79637.31661136133
20,0.07,0.060000000000000005,807017.21975859
21,0.08,0.01,19974814.087430224
22,0.08,0.02,12312163.443989493
23,0.08,0.03,6668110.573305778
24,0.08,0.04,2858744.6017273213
25,0.08,0.05,714651.7629327145
26,0.08,0.060000000000000005,79817.66037518099
27,0.08,0.07,810611.666091832
28,0.09,0.01,29826443.380201407
29,0.09,0.02,19951745.40337931
30,0.09,0.03,12294686.965181421
31,0.09,0.04,6655717.2500640955
32,0.09,0.05,2850965.71730759
33,0.09,0.060000000000000005,711055.855606983
34,0.09,0.07,80007.67815621606
35,0.09,0.08,814222.3365138028
36,0.09999999999999999,0.01,42099265.56891388
37,0.09999999999999999,0.02,29797175.755680744
38,0.09999999999999999,0.03,19928636.914879598
39,0.09999999999999999,0.04,12277183.260255475
40,0.09999999999999999,0.05,6643307.802583444
41,0.09999999999999999,0.060000000000000005,2843180.4822269557
42,0.09999999999999999,0.07,707462.1768709014
43,0.09999999999999999,0.08,80207.43058266494
44,0.09999999999999999,0.09,817849.2839460277
45,0.10999999999999999,0.01,57026185.798524044
46,0.10999999999999999,0.02,42063167.09275249
47,0.10999999999999999,0.03,29767854.237184227
48,0.10999999999999999,0.04,19905488.736414872
49,0.10999999999999999,0.05,12259652.430565165
50,0.10999999999999999,0.060000000000000005,6630882.320396676
51,0.10999999999999999,0.07,2835388.975381813
52,0.10999999999999999,0.08,703870.7960550257
53,0.10999999999999999,0.09,80416.9783872567
54,0.10999999999999999,0.09999999999999999,821492.5613984256
55,0.11999999999999998,0.01,74859724.48755959
56,0.11999999999999998,0.02,56982567.38845359
57,0.11999999999999998,0.03,42026998.84439598
58,0.11999999999999998,0.04,29738478.954033162
59,0.11999999999999998,0.05,19882300.982693598
60,0.11999999999999998,0.060000000000000005,12242094.577658512
61,0.11999999999999998,0.07,6618440.8932039905
62,0.11999999999999998,0.08,2827591.2758120485
63,0.11999999999999998,0.09,700281.7826125496
64,0.11999999999999998,0.09999999999999999,80636.38240698398
65,0.11999999999999998,0.10999999999999999,825152.221969029
66,0.12999999999999998,0.01,95873611.21515276
67,0.12999999999999998,0.02,74807834.80215362
68,0.12999999999999998,0.03,56938861.344542176
69,0.12999999999999998,0.04,41990760.9696819
70,0.12999999999999998,0.05,29709050.03580782
71,0.12999999999999998,0.060000000000000005,19859073.768648833
72,0.12999999999999998,0.07,12224509.803276934
73,0.12999999999999998,0.08,6605983.610872497
74,0.12999999999999998,0.09,2819787.4627007563
75,0.12999999999999998,0.09999999999999999,696695.2061189797
76,0.12999999999999998,0.10999999999999999,80865.7035828274
77,0.12999999999999998,0.11999999999999998,828828.3188437755
78,0.13999999999999999,0.01,120364506.78532681
79,0.13999999999999999,0.02,95812631.10682952
80,0.13999999999999999,0.03,74755837.42280984
81,0.13999999999999999,0.04,56895067.83100724
82,0.13999999999999999,0.05,41954453.61474539
83,0.13999999999999999,0.060000000000000005,29679567.61234671
84,0.13999999999999999,0.07,19835807.20943714
85,0.13999999999999999,0.08,12206898.209355481
86,0.13999999999999999,0.09,6593510.563435686
87,0.13999999999999999,0.09999999999999999,2811977.615373841
88,0.13999999999999999,0.10999999999999999,693111.1362718396
89,0.13999999999999999,0.11999999999999998,81105.00295948016
90,0.13999999999999999,0.12999999999999998,832520.9052962291
91,0.15,0.01,148653863.74335703
92,0.15,0.02,120293543.25198114
93,0.15,0.03,95751520.80861452
94,0.15,0.04,74703732.53419225
95,0.15,0.05,56851187.01240642
96,0.15,0.060000000000000005,41918076.9260183
97,0.15,0.07,29650031.813746378
98,0.15,0.08,19812501.420438517
99,0.15,0.09,12189259.898021977
100,0.15,0.09999999999999999,6581021.841093155
101,0.15,0.10999999999999999,2804161.813299695
102,0.15,0.11999999999999998,689529.6428903374
103,0.15,0.12999999999999998,81354.34168507466
104,0.15,0.13999999999999999,836230.0346874025
105,0.16,0.01,181089936.44052762
106,0.16,0.02,148571943.33214793
107,0.16,0.03,120222424.33484071
108,0.16,0.04,95690280.52791262
109,0.16,0.05,74651520.32135472
110,0.16,0.060000000000000005,56807219.05363796
111,0.16,0.07,41881631.05022885
112,0.16,0.08,29620442.770360224
113,0.16,0.09,19789156.51725588
114,0.16,0.09999999999999999,12171594.971596686
115,0.16,0.10999999999999999,6568517.534210206
116,0.16,0.11999999999999998,2796340.1360887936
117,0.16,0.12999999999999998,685950.7959150954
118,0.16,0.13999999999999999,81613.78101091026
119,0.16,0.15,839955.7604654394
120,0.17,0.01,218049952.6304556
121,0.17,0.02,180995998.05291593
122,0.17,0.03,148489839.35597458
123,0.17,0.04,120151150.26659876
124,0.17,0.05,95628910.47257483
125,0.17,0.060000000000000005,74599200.96974087
126,0.17,0.07,56763164.11994013
127,0.17,0.08,41845116.13440068
128,0.17,0.09,29590800.61279854
129,0.17,0.09999999999999999,19765772.615714155
130,0.17,0.10999999999999999,12153903.532591801
131,0.17,0.11999999999999998,6555997.7333174255
132,0.17,0.12999999999999998,2788512.6634933776
133,0.17,0.13999999999999999,682374.6654077616
134,0.17,0.15,81883.3822911751
135,0.17,0.16,843698.1361654275
136,0.18000000000000002,0.01,259942459.5375145
137,0.18000000000000002,0.02,217942839.6727066
138,0.18000000000000002,0.03,180901844.61255386
139,0.18000000000000002,0.04,148407552.07564437
140,0.18000000000000002,0.05,120079721.28045668
141,0.18000000000000002,0.060000000000000005,95567410.85089736
142,0.18000000000000002,0.07,74546774.66518289
143,0.18000000000000002,0.08,56719022.376889445
144,0.18000000000000002,0.09,41808532.32585253
145,0.18000000000000002,0.09999999999999999,29561105.471927635
146,0.18000000000000002,0.10999999999999999,19742349.831860248
147,0.18000000000000002,0.11999999999999998,12136185.68371122
148,0.18000000000000002,0.12999999999999998,6543462.5291102715
149,0.18000000000000002,0.13999999999999999,2780679.475407142
150,0.18000000000000002,0.15,678801.321550789
151,0.18000000000000002,0.16,82163.20698267121
152,0.18000000000000002,0.17,847457.2154091231
153,0.19000000000000003,0.01,307209858.3713358
154,0.19000000000000003,0.02,259820911.35553753
155,0.19000000000000003,0.03,217835476.51533312
156,0.19000000000000003,0.04,180807476.4115011
157,0.19000000000000003,0.05,148325081.75254413
158,0.19000000000000003,0.060000000000000005,120008137.610124
159,0.19000000000000003,0.07,95505781.8716197
160,0.19000000000000003,0.08,74494241.59390052
161,0.19000000000000003,0.09,56674793.99040112
162,0.19000000000000003,0.09999999999999999,41771879.77219723
163,0.19000000000000003,0.10999999999999999,29531357.478869107
164,0.19000000000000003,0.11999999999999998,19718888.281962283
165,0.19000000000000003,0.12999999999999998,12118441.527849672
166,0.19000000000000003,0.13999999999999999,6530912.012448612
167,0.19000000000000003,0.15,2772840.651864771
168,0.19000000000000003,0.16,675230.8346470657
169,0.19000000000000003,0.17,82453.31664453958
170,0.19000000000000003,0.18000000000000002,851233.0519047331
171,0.20000000000000004,0.01,360331142.37685114
172,0.20000000000000004,0.02,307072500.90284514
173,0.20000000000000004,0.03,259699073.77896816
