,I_t
0,7637.0
1,7696.629291593775
2,7756.02023192053
3,7815.154753517197
4,7874.01462282247
5,7932.581449202603
6,7990.836694312498
7,8048.761681788475
8,8106.337607268381
9,8163.545548734197
10,8220.3664771715
11,8276.781267539602
12,8332.770710045483
13,8388.315521713952
14,8443.396358245833
15,8497.993826155296
16,8552.088495176775
17,8605.660910931245
18,8658.691607840994
19,8711.16112228134
20,8763.050005957091
21,8814.338839490938
22,8865.008246210296
23,8915.03890611854
24,8964.41157003591
25,9013.107073894878
26,9061.106353174073
27,9108.390457454434
28,9154.94056508066
29,9200.737997910554
30,9245.764236134384
31,9290.000933145926
32,9333.42993044646
33,9376.033272562583
34,9417.793221958354
35,9458.692273922006
36,9498.713171407107
37,9537.838919807891
38,9576.052801648228
39,9613.338391163532
40,9649.679568754831
41,9685.060535294106
42,9719.465826259962
43,9752.880325682763
44,9785.289279878343
45,9816.67831094956
46,9847.033430035073
47,9876.341050284953
48,9904.587999542922
49,9931.761532715364
50,9957.84934380753
51,9982.83957760777
52,10006.72084100107
53,10029.482213893547
54,10051.113259730213
55,10071.604035588745
56,10090.945101832684
57,10109.127531308064
58,10126.142918068248
59,10141.983385612331
60,10156.641594623374
61,10170.110750193391
62,10182.384608522978
63,10193.457483084167
64,10203.324250236126
65,10211.980354284158
66,10219.421811973389
67,10225.645216409517
68,10230.647740400005
69,10234.427139210013
70,10236.981752728452
71,10238.310507040562
72,10238.412915404377
73,10237.289078629594
74,10234.939684858296
75,10231.366008748102
76,10226.569910059321
77,10220.553831648742
78,10213.32079687371
79,10204.874406411163
80,10195.21883449734
81,10184.358824594803
82,10172.299684494454
83,10159.047280861145
84,10144.60803323243
85,10128.988907480885
86,10112.197408751332
87,10094.241573885147
88,10075.129963344632
89,10054.871652651223
90,10033.476223352056
91,10010.953753530126
92,9987.314807873938
93,9962.570427323186
94,9936.73211830758
95,9909.811841596505
96,9881.822000777676
97,9852.775430383432
98,9822.685383683718
99,9791.565520165183
100,9759.42989271612
101,9726.292934537305
102,9692.16944579894
103,9657.074580064174
104,9621.023830499775
105,9584.033015894604
106,9546.118266506632
107,9507.296009759206
108,9467.58295580726
109,9426.996082994063
110,9385.55262321898
111,9343.270047236567
112,9300.16604990708
113,9256.258535418301
114,9211.56560249821
115,9166.10552963783
116,9119.896760343094
117,9072.957888434323
118,9025.307643411415
119,8976.964875902415
120,8927.948543212688
121,8878.277694991411
122,8827.971459031583
123,8777.04902721919
124,8725.529641646657
125,8673.432580905079
126,8620.777146569173
127,8567.582649888269
128,8513.868398696026
129,8459.653684550958
130,8404.957770119185
131,8349.799876810199
132,8294.199172675771
133,8238.174760581473
134,8181.745666659638
135,8124.930829051927
136,8067.749086948981
137,8010.219169934059
138,7952.359687636825
139,7894.189119702879
140,7835.725806083948
141,7776.987937653048
142,7717.993547148313
143,7658.760500448562
144,7599.3064881831015
145,7539.649017677677
146,7479.805405237918
147,7419.792768771061
148,7359.628020746214
149,7299.327861492905
150,7238.908772837132
151,7178.387012073681
152,7117.778606272979
153,7057.099346920325
154,6996.364784884884
155,6935.590225715459
156,6874.790725259611
157,6813.981085602369
158,6753.1758513203995
159,6692.3893060471655
160,6631.635469344312
161,6570.928093874194
162,6510.280662868213
163,6449.706387885354
164,6389.218206855093
165,6328.82878239861
166,6268.550500422067
167,6208.395468975501
168,6148.375517370758
169,6088.502195551691
170,6028.786773709797
171,5969.2402421382685
172,5909.8733113174185
173,5850.696412224295
174,5791.719696859297
175,5732.953038982497
176,5674.406035052387
177,5616.088005359721
178,5558.007995349119
179,5500.174777121111
180,5442.596851107328
181,5385.282447911532
182,5328.239530309278
183,5271.475795399001
184,5214.998676897407
185,5158.815347572107
186,5102.932721804524
187,5047.357458276159
188,4992.09596277145
189,4937.1543910904875
190,4882.538652065032
191,4828.254410671331
192,4774.307091233403
193,4720.701880710537
194,4667.443732062919
195,4614.537367689418
196,4561.987282931692
197,4509.79774963893
198,4457.972819787692
199,4406.516329151423
