,beta,gamma,sse
0,0.02,0.01,738686714.8258599
1,0.03,0.01,1935493552.7356768
2,0.03,0.02,725355478.9234606
3,0.04,0.01,3938060371.471631
4,0.04,0.02,1909322906.362226
5,0.04,0.03,712129005.9266125
6,0.05,0.01,6825839878.67453
7,0.05,0.02,3897538000.1974483
8,0.05,0.03,1883173084.4235895
9,0.05,0.04,699012038.6889572
10,0.060000000000000005,0.01,10684865716.835413
11,0.060000000000000005,0.02,6769300295.650217
12,0.060000000000000005,0.03,3856941256.7384906
13,0.060000000000000005,0.04,1857049525.1125455
14,0.060000000000000005,0.05,686009342.5831708
15,0.07,0.01,15608269962.038254
16,0.07,0.02,10610475126.531384
17,0.07,0.03,6712578706.938841
18,0.07,0.04,3816276359.403064
19,0.07,0.05,1830957692.8916078
20,0.07,0.060000000000000005,673125705.0188427
21,0.08,0.01,21696840277.5765
22,0.08,0.02,15514009621.215384
23,0.08,0.03,10535781167.79367
24,0.08,0.04,6655682205.635183
25,0.08,0.05,3775549556.979808
26,0.08,0.060000000000000005,1804903077.9436655
27,0.08,0.07,660365934.9589319
28,0.09,0.01,29059619684.770065
29,0.09,0.02,21580488202.650364
30,0.09,0.03,15419309403.544884
31,0.09,0.04,10460791914.216179
32,0.09,0.05,6598617920.035369
33,0.09,0.060000000000000005,3734767128.1122484
34,0.09,0.07,1778891195.6210384
35,0.09,0.08,647734862.4349108
36,0.09999999999999999,0.01,37814552125.93289
37,0.09999999999999999,0.02,28918730539.46031
38,0.09999999999999999,0.03,21463543044.96827
39,0.09999999999999999,0.04,15324178481.154392
40,0.09999999999999999,0.05,10385515479.88065
41,0.09999999999999999,0.060000000000000005,6541393012.924965
42,0.09999999999999999,0.07,3693935380.6713543
43,0.09999999999999999,0.08,1752927585.8928812
44,0.09999999999999999,0.09,635237338.0605657
45,0.10999999999999999,0.01,48089177221.23122
46,0.10999999999999999,0.02,37646435106.26874
47,0.10999999999999999,0.03,28777076708.435844
48,0.10999999999999999,0.04,21346015206.977467
49,0.10999999999999999,0.05,15228626072.5724
50,0.10999999999999999,0.060000000000000005,10309960018.54726
51,0.10999999999999999,0.07,6484014680.865097
52,0.10999999999999999,0.08,3653060651.126448
53,0.10999999999999999,0.09,1727017812.791317
54,0.10999999999999999,0.09999999999999999,622878232.544632
55,0.11999999999999998,0.01,60021377862.92877
56,0.11999999999999998,0.02,47890871736.45715
57,0.11999999999999998,0.03,37477361540.211685
58,0.11999999999999998,0.04,28634669971.59715
59,0.11999999999999998,0.05,21227915144.13292
60,0.11999999999999998,0.060000000000000005,15132661441.808489
61,0.11999999999999998,0.07,10234133722.842516
62,0.11999999999999998,0.08,6426490153.476554
63,0.11999999999999998,0.09,3612149303.9144745
