,I_t
0,301987.0
1,306459.909441561
2,310779.5104559418
3,314934.7345743107
4,318914.7393118288
5,322708.96557287
6,326307.1950182917
7,329699.6068849836
8,332876.83373515226
9,335830.0156070226
10,338550.8520402431
11,341031.65145851707
12,343265.37740895594
13,345245.69118228613
14,346966.99037012825
15,348424.44295470306
16,349614.01657196344
17,350532.5026406028
18,351177.53510582016
19,351547.6036071842
20,351642.06094339496
21,351461.12477208616
22,351005.8735489
23,350278.2367757422
24,349280.97969224915
25,348017.6826059766
26,346492.7151146291
27,344711.20552686194
28,342679.00583599036
29,340402.65264265746
30,337889.3244575984
31,335146.79584372154
32,332183.3888775682
33,329007.9224237453
34,325629.65972222167
35,322058.2547876549
36,318303.69811251527
37,314376.26215215056
38,310286.4470506441
39,306044.9270419801
40,301662.4979323379
41,297150.0260370036
42,292518.3989101637
43,287778.4781684693
44,282941.05467045674
45,278016.80627438746
46,273016.258357469
47,267949.747240358
48,262827.38662285387
49,257659.037100253
50,252454.27879534868
51,247222.38710887133
52,241972.31156152245
53,236712.65767386765
54,231451.67180634013
55,226197.22886053874
56,220956.82272489253
57,215737.55933257216
58,210546.1521871729
59,205388.9202020577
60,200271.78769218456
61,195200.2863525763
62,190179.55905513186
63,185214.36529502863
64,180309.0881193095
65,175467.74237317912
66,170693.9841038394
67,165991.12096716938
68,161362.12348900145
69,156809.6370399787
70,152335.99439082088
71,147943.22872311657
72,143633.08697935054
73,139407.04344463325
74,135266.31346140648
75,131211.8671871503
76,127244.44331372411
77,123364.56267535903
78,119572.5416804208
79,115868.50550982694
80,112252.40103239054
81,108724.00939434498
82,105282.95824685741
83,101928.73358145096
84,98660.69114892017
85,95478.0674425405
86,92379.99023114692
87,89365.48863199694
88,86433.50271725422
89,83582.8926514456
90,80812.44736037515
91,78120.892734745
92,75506.89937415312
93,72969.0898792385
94,70506.04570154239
95,68116.31356217689
96,65798.41145165895
97,63550.83422430085
98,61372.05880136986
99,59260.548997857986
100,57214.7599881597
101,55233.142426256745
102,53314.146236174085
103,51456.224088514806
104,49657.834578819544
105,47917.4451233421
106,46233.534587599745
107,44604.595662756634
108,43029.137004541706
109,41505.68514899933
110,40032.786218929505
111,38609.00743440342
112,37232.938440246035
113,35903.19246286717
114,34618.40730830117
115,33377.24621278791
116,32178.39855669911
117,31020.580452086884
118,29902.535213609928
119,28823.033722078908
120,27780.87468935925
121,26774.884832878168
122,25803.918967505124
123,24866.86002211232
124,23962.61898767494
125,23090.13480334086
126,22248.374186486384
127,21436.331412379186
128,20653.028048691573
129,19897.512649746917
130,19168.86041503934
131,18466.172816241127
132,17788.577196603972
133,17135.22634636815
134,16505.2980575181
135,15897.994660962991
136,15312.54254897591
137,14748.19168549541
138,14204.21510667702
139,13679.908413879883
140,13174.58926108411
141,12687.596838557265
142,12218.291354422912
143,11766.053515629914
144,11330.284009677536
145,10910.40298831781
146,10505.84955433253
147,10116.081252367174
148,9740.573564697437
149,9378.8194127054
150,9030.328664751252
151,8694.627651042398
152,8371.2586860243
153,8059.779598746157
154,7759.763271589053
155,7470.797187684114
156,7192.482987293289
157,6924.436033375063
158,6666.284986511559
159,6417.671389331704
160,6178.2492605271955
161,5947.684698523544
162,5725.65549483735
163,5511.850757122841
164,5305.970541885445
165,5107.725496817423
166,4916.836512690377
167,4733.034384721333
168,4556.059483313096
169,4385.661434055473
170,4221.598806861494
171,4063.638814102028
172,3911.557017592777
173,3765.1370442796656
174,3624.170310461815
175,3488.455754385643
176,3357.799577038967
177,3232.0149909702523
178,3110.9219769552747
179,2994.347048331332
180,2882.1230228177183
181,2774.0888016403565
182,2670.0891557782616
183,2569.9745191497445
184,2473.600788556996
185,2380.829130208809
186,2291.5257926426675
187,2205.5619258692336
188,2122.813406564337
189,2043.1606691358988
190,1966.4885424957552
191,1892.6860923690715
192,1821.6464689769193
193,1753.2667599306046
194,1687.447848179466
195,1624.094274857082
196,1563.114106874121
197,1504.4188091094302
198,1447.9231210543405
199,1393.544937768607
