,beta,gamma,sse
0,0.02,0.01,2657072393.136815
1,0.03,0.01,1786510134.6991572
2,0.03,0.02,2663206442.88008
3,0.04,0.01,1072487674.0609189
4,0.04,0.02,1791742407.8501613
5,0.04,0.03,2669411994.1205235
6,0.05,0.01,533157187.9717169
7,0.05,0.02,1076683036.3803222
8,0.05,0.03,1797037913.875452
9,0.05,0.04,2675689203.406437
10,0.060000000000000005,0.01,188265076.76512742
11,0.060000000000000005,0.02,536165351.0252296
12,0.060000000000000005,0.03,1080931979.2358418
13,0.060000000000000005,0.04,1802396839.388733
14,0.060000000000000005,0.05,2682038228.6894913
15,0.07,0.01,59282213.699252404
16,0.07,0.02,189918992.8009002
17,0.07,0.03,539215900.2516135
18,0.07,0.04,1085234723.3937511
19,0.07,0.05,1807819372.6908402
20,0.07,0.060000000000000005,2688459229.3142653
21,0.08,0.01,169544546.74368408
22,0.08,0.02,59396301.835348755
23,0.08,0.03,191602383.89932385
24,0.08,0.04,542309095.1708903
25,0.08,0.05,1089591491.629854
26,0.08,0.060000000000000005,1813305703.7576165
27,0.08,0.07,2694952366.007701
28,0.09,0.01,544404861.9552283
29,0.09,0.02,167912732.63295275
30,0.09,0.03,59525044.40599975
31,0.09,0.04,193315553.51300263
32,0.09,0.05,545445197.6785252
33,0.09,0.060000000000000005,1094002508.7155645
34,0.09,0.07,1818856024.2277408
35,0.09,0.08,2701517800.868451
36,0.09999999999999999,0.01,1211396579.6159587
37,0.09999999999999999,0.02,540798411.1941752
38,0.09999999999999999,0.03,166278630.19416928
39,0.09999999999999999,0.04,59668794.62414068
40,0.09999999999999999,0.05,195058807.8846048
41,0.09999999999999999,0.060000000000000005,548624472.0293386
42,0.09999999999999999,0.07,1098468001.403813
43,0.09999999999999999,0.08,1824470527.3903823
44,0.09999999999999999,0.09,2708155697.3561296
45,0.10999999999999999,0.01,2200410520.9479804
46,0.10999999999999999,0.02,1205561703.0597298
47,0.10999999999999999,0.03,537170372.7740017
48,0.10999999999999999,0.04,164642648.9574747
49,0.10999999999999999,0.05,59827908.96206525
50,0.10999999999999999,0.060000000000000005,196832456.0283448
51,0.10999999999999999,0.07,551847184.8212606
52,0.10999999999999999,0.08,1102988198.4148374
53,0.10999999999999999,0.09,1830149408.172851
54,0.10999999999999999,0.09999999999999999,2714866220.2805037
55,0.11999999999999998,0.01,3543885654.794019
56,0.11999999999999998,0.02,2192065727.7634935
57,0.11999999999999998,0.03,1199683324.5304575
58,0.11999999999999998,0.04,533521219.9181521
59,0.11999999999999998,0.05,163005202.24293533
60,0.11999999999999998,0.060000000000000005,60002747.13012981
61,0.11999999999999998,0.07,198636809.71131045
62,0.11999999999999998,0.08,555113604.9789965
63,0.11999999999999998,0.09,1107563330.4218934
64,0.11999999999999998,0.09999999999999999,1835892863.128033
65,0.11999999999999998,0.10999999999999999,2721649535.7905703
66,0.12999999999999998,0.01,5277014910.505517
67,0.12999999999999998,0.02,3532718826.5031996
68,0.12999999999999998,0.03,2183652618.5415034
69,0.12999999999999998,0.04,1193761989.241478
70,0.12999999999999998,0.05,529851430.23922116
71,0.12999999999999998,0.060000000000000005,161366707.13608062
72,0.12999999999999998,0.07,60193672.05527823
73,0.12999999999999998,0.08,200472183.43463045
74,0.12999999999999998,0.09,558424003.7375329
75,0.12999999999999998,0.09999999999999999,1112193630.03683
