,beta,gamma,sse
0,0.02,0.01,14.179023075205999
1,0.03,0.01,9.26300949993124
2,0.03,0.02,14.179023990773441
3,0.04,0.01,5.359041794012707
4,0.04,0.02,9.263010277320038
5,0.04,0.03,14.17902493486432
6,0.05,0.01,2.5837252101485784
7,0.05,0.02,5.359042402742705
8,0.05,0.03,9.263011078465606
9,0.05,0.04,14.179025907478682
10,0.060000000000000005,0.01,1.0639791249988382
11,0.060000000000000005,0.02,2.5837256154125585
12,0.060000000000000005,0.03,5.359043029699806
13,0.060000000000000005,0.04,9.263011903367971
14,0.060000000000000005,0.05,14.179026908616471
15,0.07,0.01,0.9378916858466226
16,0.07,0.02,1.0639792871201164
17,0.07,0.03,2.5837260325227502
18,0.07,0.04,5.359043674883994
19,0.07,0.05,9.263012752027167
20,0.07,0.060000000000000005,14.179027938277741
21,0.08,0.01,2.355643900256637
22,0.08,0.02,0.9378915596720908
23,0.08,0.03,1.0639794537580411
24,0.08,0.04,2.58372646147916
25,0.08,0.05,5.359044338295296
26,0.08,0.060000000000000005,9.263013624443147
27,0.08,0.07,14.179028996462439
28,0.09,0.01,5.480508780709043
29,0.09,0.02,2.355643434477449
30,0.09,0.03,0.9378914296280794
31,0.09,0.04,1.0639796249126114
32,0.09,0.05,2.583726902281791
33,0.09,0.060000000000000005,5.35904501993371
34,0.09,0.07,9.263014520615991
35,0.09,0.08,14.179030083170609
36,0.09999999999999999,0.01,10.48993160899383
37,0.09999999999999999,0.02,5.480507917100672
38,0.09999999999999999,0.03,2.3556429552668288
39,0.09999999999999999,0.04,0.9378912957145987
40,0.09999999999999999,0.05,1.063979800583836
41,0.09999999999999999,0.060000000000000005,2.5837273549306436
42,0.09999999999999999,0.07,5.359045719799227
43,0.09999999999999999,0.08,9.263015440545605
44,0.09999999999999999,0.09,14.179031198402232
45,0.10999999999999999,0.01,17.576697874429932
46,0.10999999999999999,0.02,10.489930281565908
47,0.10999999999999999,0.03,5.480507029191097
48,0.10999999999999999,0.04,2.3556424626247634
49,0.10999999999999999,0.05,0.9378911579316596
50,0.10999999999999999,0.060000000000000005,1.0639799807717198
51,0.10999999999999999,0.07,2.583727819425729
52,0.10999999999999999,0.08,5.359046437891856
53,0.10999999999999999,0.09,9.263016384232042
54,0.10999999999999999,0.09999999999999999,14.179032342157301
55,0.11999999999999998,0.01,26.95019596865187
56,0.11999999999999998,0.02,17.57669600847538
57,0.11999999999999998,0.03,10.489928917513389
58,0.11999999999999998,0.04,5.480506116980353
59,0.11999999999999998,0.05,2.3556419565512585
60,0.11999999999999998,0.060000000000000005,0.9378910162792533
61,0.11999999999999998,0.07,1.0639801654762668
62,0.11999999999999998,0.08,2.5837282957670444
63,0.11999999999999998,0.09,5.359047174211607
64,0.11999999999999998,0.09999999999999999,9.26301735167532
65,0.11999999999999998,0.10999999999999999,14.179033514435863
66,0.12999999999999998,0.01,38.837782290948994
67,0.12999999999999998,0.02,26.950193479684053
68,0.12999999999999998,0.03,17.57669409195798
69,0.12999999999999998,0.04,10.489927516836229
70,0.12999999999999998,0.05,5.4805051804684
71,0.12999999999999998,0.060000000000000005,2.355641437046342
72,0.12999999999999998,0.07,0.9378908707574033
73,0.12999999999999998,0.08,1.0639803546974798
74,0.12999999999999998,0.09,2.583728783954591
75,0.12999999999999998,0.09999999999999999,5.359047928758484
76,0.12999999999999998,0.10999999999999999,9.263018342875391
77,0.12999999999999998,0.11999999999999998,14.179034715237876
78,0.13999999999999999,0.01,53.48625703535612
79,0.13999999999999999,0.02,38.83777908351261
80,0.13999999999999999,0.03,26.95019092442176
81,0.13999999999999999,0.04,17.57669212487768
82,0.13999999999999999,0.05,10.489926079534536
83,0.13999999999999999,0.060000000000000005,5.48050421965529
84,0.13999999999999999,0.07,2.3556409041100195
85,0.13999999999999999,0.08,0.9378907213661067
86,0.13999999999999999,0.09,1.0639805484353653
87,0.13999999999999999,0.09999999999999999,2.58372928398839
88,0.13999999999999999,0.10999999999999999,5.359048701532472
89,0.13999999999999999,0.11999999999999998,9.26301935783233
90,0.13999999999999999,0.12999999999999998,14.179035944563335
91,0.15,0.01,71.16345959757047
92,0.15,0.02,53.48625300169895
93,0.15,0.03,38.83777579206023
94,0.15,0.04,26.950188302865183
95,0.15,0.05,17.57669010723449
96,0.15,0.060000000000000005,10.489924605608252
97,0.15,0.07,5.480503234541025
98,0.15,0.08,2.35564035774227
99,0.15,0.09,0.9378905681053742
100,0.15,0.09999999999999999,1.0639807466899316
101,0.15,0.10999999999999999,2.5837297958684324
102,0.15,0.11999999999999998,5.359049492533597
103,0.15,0.12999999999999998,9.263020396546043
104,0.15,0.13999999999999999,14.179037202412296
105,0.16,0.01,92.15999326028329
106,0.16,0.02,71.16345461615836
107,0.16,0.03,53.48624886409638
108,0.16,0.04,38.83777241659185
109,0.16,0.05,26.95018561501412
110,0.16,0.060000000000000005,17.576688039028387
111,0.16,0.07,10.489923095057396
112,0.16,0.08,5.480502225125595
113,0.16,0.09,2.3556397979431214
114,0.16,0.09999999999999999,0.9378904109752083
115,0.16,0.10999999999999999,1.0639809494611847
116,0.16,0.11999999999999998,2.583730319594721
117,0.16,0.12999999999999998,5.359050301761857
118,0.16,0.13999999999999999,9.263021459016636
119,0.16,0.15,14.179038488784718
120,0.17,0.01,116.79108959396027
121,0.17,0.02,92.15998719414009
122,0.17,0.03,71.16344950842284
123,0.17,0.04,53.486244622548284
124,0.17,0.05,38.83776895710746
125,0.17,0.060000000000000005,26.95018286086884
126,0.17,0.07,17.576685920259365
127,0.17,0.08,10.489921547882027
128,0.17,0.09,5.480501191409027
129,0.17,0.09999999999999999,2.3556392247125757
130,0.17,0.10999999999999999,0.9378902499756168
131,0.17,0.11999999999999998,1.0639811567491266
132,0.17,0.12999999999999998,2.583730855167262
133,0.17,0.13999999999999999,5.359051129217246
134,0.17,0.15,9.263022545244054
135,0.17,0.16,14.179039803680624
136,0.18000000000000002,0.01,145.39862385112326
137,0.18000000000000002,0.02,116.79108228881397
138,0.18000000000000002,0.03,92.1599809765813
139,0.18000000000000002,0.04,71.16344427436368
140,0.18000000000000002,0.05,53.48624027705465
141,0.18000000000000002,0.060000000000000005,38.837765413607045
142,0.18000000000000002,0.07,26.950180040429213
143,0.18000000000000002,0.08,17.576683750927508
144,0.18000000000000002,0.09,10.489919964082091
145,0.18000000000000002,0.09999999999999999,5.4805001333913275
146,0.18000000000000002,0.10999999999999999,2.355638638050657
147,0.18000000000000002,0.11999999999999998,0.937890085106605
148,0.18000000000000002,0.12999999999999998,1.0639813685537645
149,0.18000000000000002,0.13999999999999999,2.5837314025860723
150,0.18000000000000002,0.15,5.3590519748998044
151,0.18000000000000002,0.16,9.263023655228324
152,0.18000000000000002,0.17,14.179041147100012
153,0.19000000000000003,0.01,178.3532935407793
154,0.19000000000000003,0.02,145.3986151333342
155,0.19000000000000003,0.03,116.79107480415209
156,0.19000000000000003,0.04,92.15997460760701
157,0.19000000000000003,0.05,71.16343891398134
158,0.19000000000000003,0.060000000000000005,53.486235827615616
159,0.19000000000000003,0.07,38.83776178609077
160,0.19000000000000003,0.08,26.95017715369523
161,0.19000000000000003,0.09,17.576681531032882
162,0.19000000000000003,0.09999999999999999,10.489918343657585
163,0.19000000000000003,0.10999999999999999,5.480499051072492
164,0.19000000000000003,0.11999999999999998,2.3556380379573323
165,0.19000000000000003,0.12999999999999998,0.9378899163681882
166,0.19000000000000003,0.13999999999999999,1.063981584875107
167,0.19000000000000003,0.15,2.583731961851167
168,0.19000000000000003,0.16,5.359052838809492
169,0.19000000000000003,0.17,9.263024788969446
170,0.19000000000000003,0.18000000000000002,14.179042519042884
171,0.20000000000000004,0.01,216.0569733512066
