,I_t
0,7858.0
1,7549.721865655802
2,7253.5377616305495
3,6968.973233234712
4,6695.572438476932
5,6432.897417924126
6,6180.527393201243
7,5938.058093007469
8,5705.10110556971
9,5481.283256496487
10,5266.2460110360435
11,5059.644899781504
12,4861.148966903489
13,4670.440240026602
14,4487.213220900902
15,4311.174396052723
16,4142.041766631196
17,3979.5443966975827
18,3823.4219792340127
19,3673.4244191766215
20,3529.3114328053202
21,3390.852162848626
22,3257.8248086871363
23,3130.016271063411
24,3007.2218107292465
25,2889.2447204836467
26,2775.8960100762333
27,2666.9941034714434
28,2562.3645479886463
29,2461.8397348523404
30,2365.2586307048464
31,2272.4665196514857
32,2183.3147554250822
33,2097.660523272842
34,2015.3666111842278
35,1936.301190093411
36,1860.3376027042473
37,1787.3541605995404
38,1717.2339493096158
39,1649.8646410279823
40,1585.138314674098
41,1522.95128301503
42,1463.2039265691005
43,1405.8005340254704
44,1350.6491489240525
45,1297.6614223501704
46,1246.752471408011
47,1197.840743246177
48,1150.847884417536
49,1105.6986153641078
50,1062.3206098259373
51,1020.6443789807921
52,980.6031601290971
53,942.1328097457969
54,905.1717007278384
55,869.660623672678
56,835.5426920296793
57,802.7632509724705
58,771.2697898462862
59,741.0118580500518
60,711.9409842184626
61,684.0105985746013
62,657.1759583287133
63,631.3940760036385
64,606.6236505720883
65,582.8250012954564
66,559.960004158184
67,537.9920307958539
68,516.8858898191853
69,496.6077704399358
70,477.1251883084072
71,458.40693347579264
72,440.42302039800677
73,423.1446399009107
74,406.5441130299851
75,390.594846710524
76,375.271291147321
77,360.54889889560724
78,346.4040855376764
79,332.8141919022047
80,319.7574477657454
81,307.21293697825035
82,295.1605639567538
83,283.5810214935434
84,272.45575982725165
85,261.76695692732045
86,251.4974899442388
87,241.6309077798187
88,232.15140473356917
89,223.0437951829522
90,214.29348925696084
91,205.88646946404984
92,197.80926823697945
93,190.0489463586005
94,182.59307223402072
95,175.42970197594826
96,168.54736027131003
97,161.93502199849524
98,155.58209456577632
99,149.47840094261406
100,143.61416335666541
101,137.97998763037685
102,132.56684813207204
103,127.36607331742677
104,122.3693318381691
105,117.56861919575228
106,112.9562449186204
107,108.52482024252562
108,104.26724627416179
109,100.17670261915333
110,96.24663645618224
111,92.4707520397507
112,88.84300061476345
113,85.35757072677363
114,82.00887891236997
115,78.79156075479173
116,75.70046229044324
117,72.73063175254164
118,69.87731163867187
119,67.1359310895416
120,64.5020985667272
121,61.97159481768121
122,59.54036611673148
123,57.20451777124461
124,54.96030788255098
125,52.80414135163662
126,50.73256411999963
127,48.74225763644511
128,46.830033540955
129,44.992828557116525
130,43.22769958492728
131,41.531818986115994
132,39.90247005442624
133,38.33704266360685
134,36.83302908613733
135,35.388019975990076
136,33.99970050899419
137,32.66584667461774
138,31.384321713228378
139,30.153072693124784
140,28.97012722185573
141,27.833590286558383
142,26.741641218254294
143,25.692530775240044
144,24.684578340900313
145,23.71616923145444
146,22.78575210932362
147,21.891836497975135
148,21.032990394262505
149,20.207837974436703
150,19.415057390153578
151,18.653378650946816
152,17.9215815897743
153,17.218493908378754
154,16.542989299331516
155,15.893985641750989
156,15.270443267805462
157,14.671363297223323
158,14.09578603714265
159,13.542789444736824
160,13.011487650153379
161,12.501029537399926
162,12.010597380903807
163,11.539405535561327
164,11.0866991781781
165,10.651753098284356
166,10.233870536388189
167,9.832382067805655
168,9.446644530279723
169,9.076039993670149
170,8.719974770063793
171,8.377878462719632
172,8.049203052324925
173,7.7334220190987635
174,7.430029499336676
175,7.138539475045113
176,6.858484995367648
177,6.589417428555671
178,6.330905743285275
179,6.082535818169027
180,5.84390977835653
181,5.614645358161025
182,5.394375288690996
183,5.182746709505817
184,4.979420603352928
185,4.784071253081026
186,4.596385719859283
187,4.416063341866715
188,4.242815252648643
189,4.0763639183686715
190,3.9164426932148926
191,3.7627953922480954
192,3.6151758810077173
193,3.4733476812180974
194,3.337083591963407
195,3.206165325724389
196,3.0803831586938673
197,2.959535594810844
198,2.84342904297499
199,2.731877506924445
