,I_t
0,23034.0
1,23236.187103342214
2,23439.153286992954
3,23642.879376754077
4,23847.34567862184
5,24052.53197588102
6,24258.41752641348
7,24464.98106022884
8,24672.200777224905
9,24880.054345185516
10,25088.518898023547
11,25297.57103427668
12,25507.186815863646
13,25717.341767108577
14,25928.010874041058
15,26139.16858397945
16,26350.78880540501
17,26562.844908134208
18,26775.30972379669
19,26988.155546626072
20,27201.35413457082
21,27414.876710732293
22,27628.693965136816
23,27842.776056848732
24,28057.09261643098
25,28271.612748759802
26,28486.30503619986
27,28701.137542145945
28,28916.077814937235
29,29131.092892149827
30,29346.14930527309
31,29561.213084775092
32,29776.24976556215
33,29991.224392837248
34,30206.101528361844
35,30420.845257125206
36,30635.419194425205
37,30849.786493364103
38,31063.909852762597
39,31277.75152549498
40,31491.27332724794
41,31704.436645705213
42,31917.20245015975
43,32129.53130155489
44,32341.383362955385
45,32552.71841044893
46,32763.495844478206
47,32973.67470160313
48,33183.21366669256
49,33392.0710855441
50,33600.20497793037
51,33807.57305106942
52,34014.13271351663
53,34219.84108947483
54,34424.65503351897
55,34628.531145730965
56,34831.425787240085
57,35033.29509616341
58,35234.095003940696
59,35433.781252057044
60,35632.30940914661
61,35829.63488846982
62,36025.712965756
63,36220.49879740288
64,36413.9474390239
65,36606.01386433349
66,36796.65298436022
67,36985.819666976946
68,37173.468756736685
69,37359.5550950023
70,37544.033540357654
71,37726.85898928722
72,37907.98639711081
73,38087.37079915938
74,38264.96733217742
75,38440.73125593712
76,38614.61797504872
77,38786.58306095121
78,38956.58227406704
79,39124.57158610401
80,39290.507202487126
81,39454.34558490285
82,39616.04347393763
83,39775.55791179242
84,39932.846265054395
85,40087.86624750679
86,40240.575942957585
87,40390.93382806721
88,40538.898795155495
89,40684.430174967645
90,40827.48775937882
91,40968.03182401683
92,41106.02315078219
93,41241.42305024465
94,41374.193383895254
95,41504.29658623287
96,41631.69568666413
97,41756.35433119558
98,41878.23680389705
99,41997.308048115054
100,42113.53368741527
101,42226.88004623326
102,42337.31417021254
103,42444.803846209514
104,42549.317621944734
105,42650.824825280455
106,42749.29558310439
107,42844.70083980009
108,42937.012375284685
109,43026.20282259483
110,43112.24568500246
111,43195.11535264195
112,43274.787118631095
113,43351.23719466846
114,43424.442726090405
115,43494.38180637148
116,43561.033491052345
117,43624.37781108025
118,43684.395785547305
119,43741.06943381274
120,43794.38178699578
121,43844.31689882653
122,43890.85985584298
123,43933.996786922755
124,43973.71487213931
125,44010.00235093264
126,44042.8485295856
127,44072.24378799759
128,44098.17958574822
129,44120.64846744428
130,44139.64406734425
131,44155.16111325533
132,44167.195429698935
133,44175.74394034121
134,44180.80466968625
135,44182.37674403029
136,44180.4603916762
137,44175.05694240829
138,44166.1688262285
139,44153.79957135558
140,44137.95380149007
141,44118.637232348505
142,44095.85666747111
143,44069.6199933082
144,44039.936173591195
145,44006.81524299502
146,43970.26830009947
147,43930.307499657894
148,43886.94604418218
149,43840.198174854086
150,43790.07916177334
151,43736.605293553854
152,43679.79386628007
153,43619.66317183609
154,43556.232485620814
155,43489.522053663226
156,43419.5530791521
157,43346.3477083955
158,43269.92901622558
159,43190.32099086496
160,43107.54851827138
161,43021.63736597779
162,42932.61416644543
163,42840.50639994816
164,42745.34237700608
165,42647.151220387685
166,42545.962846699185
167,42441.80794758081
168,42334.71797052948
169,42224.72509936786
170,42111.86223437995
171,41996.16297213335
172,41877.661585008864
173,41756.393000457705
174,41632.392780007205
175,41505.697098035496
176,41376.34272033605
177,41244.36698249265
178,41109.80776808554
179,40972.703486749386
180,40833.09305210348
181,40691.01585957473
182,40546.51176413356
183,40399.621057963
184,40250.38444808065
185,40098.84303393346
186,39945.03828498454
187,39789.01201831137
188,39630.806376234184
189,39470.4638039932
190,39308.02702749293
191,39143.53903113145
192,38977.043035732284
193,38808.58247659596
194,38638.200981688075
195,38465.942349980185
196,38291.85052995949
197,38115.969598322765
198,37938.343738869546
199,37759.017221609174
