,I_t
0,243248.0
1,237419.78784379154
2,231543.09103087612
3,225633.3410597403
4,219705.29196477256
5,213772.97812188222
6,207849.68089779557
7,201947.9037374662
8,196079.3552113597
9,190254.9394873872
10,184484.7536502091
11,178778.09126250303
12,173143.451547394
13,167588.5535672645
14,162120.35478020183
15,156745.07336998623
16,151468.21376736867
17,146294.5948080829
18,141228.38000529615
19,136273.1094498444
20,131431.73288954145
21,126706.64357813314
22,122099.7125242468
23,117612.32281023973
24,113245.40368956908
25,108999.464208697
26,104874.62613521235
27,100870.65600749727
28,96986.99615267638
29,93222.79454862067
30,89576.93343235806
31,86048.05658135131
32,82634.59521576409
33,79334.79248910982
34,76146.7265516595
35,73068.3321857861
36,70097.42102517713
37,67231.7003806943
38,64468.79070474915
39,61806.24173354673
40,59241.54735257628
41,56772.15923544629
42,54395.49930971302
43,52108.97110587208
44,49909.970047300754
45,47795.89273977242
46,45764.14531932508
47,43812.15091685485
48,41937.35629691379
49,40137.2377269038
50,38409.30613124865
51,36751.111583261336
52,35160.24718536156
53,33634.352386091734
54,32171.11578007173
55,30768.277434663276
56,29423.630784716486
57,28135.02413437148
58,26900.36180251111
59,25717.60494612544
60,24584.772093570653
61,23499.939417496855
62,22461.24077509076
63,21466.867541237334
64,20515.068258254712
65,19604.14812400223
66,18732.468338404193
67,17898.445326772446
68,17100.54985674863
69,16337.306064220636
70,15607.290402195167
71,14909.13052532681
72,14241.50412161054
73,13603.137701635564
74,12992.80535477027
75,12409.327480696982
76,11851.569503837123
77,11318.440577398434
78,10808.892283032132
79,10321.917331405262
80,9856.548268368382
81,9411.85619082716
82,8986.949475905109
83,8580.972526509851
84,8193.104535983868
85,7822.5582741292865
86,7468.578896542162
87,7130.442778871805
88,6807.456377332535
89,6498.955116536125
90,6204.302305480948
91,5922.888082326068
92,5654.128388393289
93,5397.463971675521
94,5152.359419983955
95,4918.302223737809
96,4694.801868287265
97,4481.388955561277
98,4277.61435474579
99,4083.0483816235096
100,3897.2800061423945
101,3719.916087725662
102,3550.5806377902463
103,3388.914108902505
104,3234.572709968729
105,3087.227746832978
106,2946.564987635239
107,2812.284052268309
108,2684.0978252615773
109,2561.731891413546
110,2444.9239934919856
111,2333.423511320716
112,2226.9909615746997
113,2125.397517610162
114,2028.4245486634406
115,1935.8631777609835
116,1847.5138576931035
117,1763.1859644155109
118,1682.6974072551216
119,1605.8742553099682
120,1532.5503794470696
121,1462.5671093167102
122,1395.772904816604
123,1332.0230414547586
124,1271.1793090754106
125,1213.1097234280967
126,1157.6882500756592
127,1104.7945401527058
128,1054.3136775016883
129,1006.1359367292782
130,960.1565517410572
131,916.2754943276689
132,874.3972623904605
133,834.4306774092531
134,796.2886907691924
135,759.8881985776324
136,725.1498646156728
137,691.9979510822994
138,660.3601568020504
139,630.1674625797523
140,601.353983398126
141,573.856827165952
142,547.6159597360146
143,522.5740759232065
144,498.6764762639774
145,475.87094926875113
146,454.10765892902816
147,433.3390372506298
148,413.519681593938
149,394.60625661104723
150,376.5574005784787
151,359.3336359325178
152,342.89728382233426
153,327.21238250383675
154,312.24460940470817
155,297.96120669827525
156,284.3309102307893
157,271.3238816533501
158,258.9116436160937
159,247.06701788839933
160,235.76406627475856
161,224.97803420159929
162,214.68529685577496
163,204.86330776062712
164,195.49054968051044
165,186.54648774944533
166,178.01152472413963
167,169.86695826600456
168,162.09494016099111
169,154.6784373900951
170,147.60119496723044
171,140.8477004648587
172,134.40315015129235
173,128.25341666696806
174,122.38501817021927
175,116.78508888617128
176,111.44135099534124
177,106.34208780135712
178,101.47611811991743
179,96.83277183370308
180,92.40186656042995
181,88.17368538359801
182,84.13895559775735
183,80.28882842227546
184,76.6148596396596
185,73.10899111646485
186,69.76353316670927
187,66.57114771952334
188,63.52483225448732
189,60.61790446975931
190,57.84398764967288
191,55.196996699989015
192,52.671124820425334
193,50.26083078546013
194,47.96082680572142
195,45.76606694352513
196,43.67173605732467
197,41.6732392509777
198,39.7661918048291
199,37.94640956665235
