,I_t
0,157079.0
1,153301.33321061352
2,149607.6299550798
3,145996.36700933194
4,142466.0310998425
5,139015.1198966992
6,135642.1429343533
7,132345.62246316235
8,129124.0942347743
9,125976.10822432298
10,122900.22929232709
11,119895.0377891043
12,116959.13010443114
13,114091.11916509726
14,111289.63488292079
15,108553.3245557085
16,105880.85322356298
17,103270.90398285637
18,100722.17826010987
19,98233.3960479372
20,95803.29610513108
21,93430.63612289367
22,91114.1928591347
23,88852.76224268579
24,86645.15944920531
25,84490.21895047552
26,82386.79453872332
27,80333.75932752671
28,78330.00573080179
29,76374.4454212997
30,74466.0092699794
31,72603.64726756045
32,70786.32842949971
33,69013.0406855787
34,67282.7907552312
35,65594.60400968743
36,63947.524321958095
37,62340.613905631144
38,60772.953143405706
39,59243.64040624015
40,57751.79186394648
41,56296.54128801955
42,54877.039847447915
43,53492.455898212844
44,52141.974767143794
45,50824.798530761385
46,49540.14578970374
47,48287.25143929806
48,47065.3664368069
49,45873.757565847474
50,44711.70719845281
51,43578.51305521506
52,42473.48796392437
53,41395.95961709076
54,40345.27032871186
55,39320.77679062607
56,38321.849828768114
57,37347.87415962274
58,36398.24814715229
59,35472.38356045437
60,34569.70533238767
61,33689.65131938667
62,32831.672062669444
63,31995.23055102715
64,31179.80198536897
65,30384.8735451823
66,29609.94415705466
67,28854.52426539117
68,28118.13560544974
69,27400.310978804653
70,26700.594031338806
71,26018.53903385485
72,25353.710665385912
73,24705.68379927787
74,24074.04329210666
75,23458.38377548629
76,22858.309450815847
77,22273.433887006737
78,21703.379821225062
79,21147.77896267774
80,20606.271799465376
81,20078.507408519465
82,19564.1432686366
83,19062.84507661755
84,18574.28656651485
85,18098.149331988396
86,17634.122651764832
87,17181.90331819296
88,16741.195468884194
89,16311.710421424084
90,15893.166511138079
91,15485.288931892244
92,15087.809579907234
93,14700.466900561642
94,14323.005738158907
95,13955.177188630143
96,13596.738455143568
97,13247.452706589776
98,12907.088938910705
99,12575.421839238945
100,12252.231652812967
101,11937.304052632859
102,11630.430011820315
103,11331.405678645884
104,11040.032254185819
105,10756.115872570328
106,10479.467483784563
107,10209.902738983263
108,9947.241878279712
109,9691.309620969403
110,9441.935058148603
111,9198.951547687977
112,8962.196611521289
113,8731.51183520928
114,8506.7427697388
115,8287.738835517444
116,8074.353228524022
117,7866.442828575386
118,7663.868109670394
119,7466.493052371984
120,7274.18505818864
121,7086.81486591685
122,6904.256469906468
123,6726.387040211263
124,6553.086844587324
125,6384.239172302365
126,6219.730259719426
127,6059.449217618861
128,5903.287960222986
129,5751.141135888176
130,5602.906059429728
131,5458.48264604522
132,5317.7733468026345
133,5180.683085659994
134,5047.119197983732
135,4916.99137053358
136,4790.211582882202
137,4666.694050238363
138,4546.355167642921
139,4429.113455507422
140,4314.889506465646
141,4203.605933508899
142,4095.1873193764363
143,3989.560167172846
144,3886.652852184788
145,3786.395574869953
146,3688.720314991639
147,3593.560786872831
148,3500.852395744175
149,3410.5321951607257
150,3322.538845462851
151,3236.8125732571407
152,3153.295131893674
153,3071.9297629164503
154,2992.6611584642765
155,2915.4354245998566
156,2840.2000455452962
157,2766.9038488026818
158,2695.496971138839
159,2625.9308254138236
160,2558.158068233121
161,2492.1325684039657
162,2427.8093761766095
163,2365.144693251779
164,2304.0958435359785
165,2244.6212446266873
166,2186.6803800098946
167,2130.23377195281
168,2075.2429550749644
169,2021.6704505812836
170,1969.4797411410989
171,1918.6352463974054
172,1869.1022990910424
173,1820.8471217848141
174,1773.8368041729093
175,1728.0392809613168
176,1683.423310305258
177,1639.9584527899815
178,1597.6150509415806
179,1556.3642092548012
180,1516.1777747251135
181,1477.028317872619
182,1438.889114245647
183,1401.7341263921926
184,1365.5379862876139
185,1330.2759782072899
186,1295.9240220332003
187,1262.4586569836554
188,1229.857025755657
189,1198.096859069625
190,1167.1564606064649
191,1137.0146923271975
192,1107.6509601656014
193,1079.0452000845517
194,1051.1778644869614
195,1024.029908972452
196,997.5827794310931
197,971.8183994657643
198,946.7191581348926
199,922.2678980075228
