,I_t
0,1022.0
1,1286.279146637345
2,1618.8968283591244
3,2037.523494150008
4,2564.398185338764
5,3227.5094293504403
6,4062.0812029106332
7,5112.442676952013
8,6434.380706680519
9,8098.099458007005
10,10191.943469292062
11,12827.080455113984
12,16143.390273100867
13,20316.869169964295
14,25568.93673178905
15,32178.130575925014
16,40494.79517945846
17,50959.52161496012
18,64126.280493915256
19,80691.41803828732
20,101529.96240820317
21,127741.02171659858
22,160704.45300436823
23,202151.4462810637
24,254252.19670467987
25,319724.41647526296
26,401967.03096308536
27,505223.9418027814
28,634783.099262574
29,797216.0982625983
30,1000662.7604866654
31,1255163.1683894827
32,1573035.6019666172
33,1969291.69990588
34,2462068.4639156675
35,3073038.6782668005
36,3827735.109593579
37,4755688.297282345
38,5890233.63738863
39,7267795.874276642
40,8926420.62349744
41,10903316.61396794
42,13231234.39698143
43,15933678.977489954
44,19019264.539256915
45,22475952.48936285
46,26266367.75550792
47,30325662.245917056
48,34563244.16976114
49,38868968.882379085
50,43123202.18678769
51,47208940.407376856
52,51023457.0715452
53,54487102.331730016
54,57547830.68713334
55,60181313.70660089
56,62387562.722539864
57,64185515.057050616
58,65607015.90614241
59,66691258.613609366
60,67480273.06134492
61,68015646.80750102
62,68336396.92652933
63,68477778.76084402
64,68470783.6445758
65,68342099.34542397
66,68114352.2249394
67,67806499.05082424
68,67434279.17664476
69,67010671.08870777
70,66546321.2233209
71,66049929.055817954
72,65528582.671880536
73,64988045.087945186
74,64432994.868382104
75,63867226.102059916
76,63293813.24921855
77,62715246.21461807
78,62133540.53956005
79,61550327.01351772
80,60966924.39017281
81,60384398.30906125
82,59803608.99972472
83,59225249.88980375
84,58649878.851716645
85,58077943.4992698
86,57509801.67838184
87,56945738.07715677
88,56385977.702196695
89,55830696.8234167
90,55280031.87271446
91,54734086.687555365
92,54192938.414600305
93,53656642.327410385
94,53125235.76313431
95,52598741.34358106
96,52077169.614311576
97,51560521.20982334
98,51048788.63232547
99,50541957.715024605
100,50040008.82747464
101,49542917.86975416
102,49050657.09351762
103,48563195.780914284
104,48080500.80665782
105,47602537.10389823
106,47129268.050788105
107,46660655.79157868
108,46196661.50359306
109,45737245.6193964
110,45282368.011827864
111,44831988.14820636
112,44386065.21891594
113,43944558.24466915
114,43507426.16600309
115,43074627.91795132
116,42646122.49233169
117,42221868.98967615
118,41801826.66248654
119,41385954.9512182
120,40974213.51415975
121,40566562.25218399
122,40162961.329184726
123,39763371.188881025
124,39367752.568559855
125,38976066.510236084
126,38588274.36963176
127,38204337.82331293
128,37824218.87426843
129,37447879.85617047
130,37075283.43651944
131,36706392.618843645
132,36341170.74409869
133,35979581.49138868
134,35621588.87811295
135,35267157.259626396
136,34916251.32848791
137,34568836.11336055
138,34224876.97761742
139,33884339.61769938
140,33547190.06126363
141,33213394.66515688
142,32882920.11324155
143,32555733.41409952
144,32231801.89863429
145,31911093.21758953
146,31593575.338999268
147,31279216.545582913
148,30967985.432096392
149,30659850.90264905
150,30354782.16799463
151,30052748.742803477
152,29753720.44292205
153,29457667.382625043
154,29164559.97186463
155,28874368.91352065
156,28587065.200655162
157,28302620.113774136
158,28021005.21809876
159,27742192.360848457
160,27466153.668537408
161,27192861.544286076
162,26922288.66514905
163,26654407.97946032
164,26389192.704196878
165,26126616.322361466
166,25866652.5803851
167,25609275.485549904
168,25354459.30343273
169,25102178.555369895
170,24852408.015943356
171,24605122.7104885
172,24360297.912623774
173,24117909.14180224
174,23877932.16088514
175,23640342.973737538
176,23405117.822846018
177,23172233.18695845
178,22941665.778745797
179,22713392.54248583
180,22487390.651768796
181,22263637.507224828
182,22042110.734273072
183,21822788.180892374
184,21605647.915413406
185,21390668.224332117
186,21177827.610144336
187,20967104.789201405
188,20758478.68958666
189,20551928.449012633
190,20347433.412738767
191,20144973.13150955
192,19944527.359512825
193,19746076.052358143
194,19549599.365074996
195,19355077.650130723
196,19162491.455467958
197,18971821.52256141
198,18783048.78449381
199,18596154.364050876
