,beta,gamma,sse
0,0.01,0.02,863572.1728140551
1,0.01,0.03,213597.4863646225
2,0.02,0.03,861498.2346596261
3,0.01,0.04,154217.268393553
4,0.02,0.04,212864.50396698853
5,0.03,0.04,859423.5468777164
6,0.01,0.05,618358.3089752669
7,0.02,0.05,154674.22176524127
8,0.03,0.05,212132.8225672766
9,0.04,0.05,857348.125296875
10,0.01,0.060000000000000005,1545373.1495392749
11,0.02,0.060000000000000005,619868.6291267868
12,0.03,0.060000000000000005,155134.21755518526
13,0.04,0.060000000000000005,211402.45571431378
14,0.05,0.060000000000000005,855271.9857662086
15,0.01,0.07,2880450.050646225
16,0.02,0.07,1547813.3907555868
17,0.03,0.07,621383.4619231074
18,0.04,0.07,155597.26730802047
19,0.05,0.07,210673.41697379766
20,0.060000000000000005,0.07,853195.1441553202
21,0.01,0.08,4574076.610221559
22,0.02,0.08,2883708.683651367
23,0.03,0.08,1550259.3772463952
24,0.04,0.08,622902.8171484995
25,0.05,0.08,156063.38258212546
26,0.060000000000000005,0.08,209945.71992825746
27,0.07,0.08,851117.6163542515
28,0.01,0.09,6581552.149896206
29,0.02,0.09,4578052.925210467
30,0.03,0.09,2886974.0866509126
31,0.04,0.09,1552711.1172513212
32,0.05,0.09,624426.7045983117
33,0.060000000000000005,0.09,156532.57494958333
34,0.07,0.09,209219.37817700912
35,0.08,0.09,849039.4182734425
36,0.01,0.09999999999999999,8862544.433177663
37,0.02,0.09999999999999999,6586155.259422078
38,0.03,0.09999999999999999,4582036.85322798
39,0.04,0.09999999999999999,2890246.266530618
40,0.05,0.09999999999999999,1555168.6190187796
41,0.060000000000000005,0.09999999999999999,625955.1340789319
42,0.07,0.09999999999999999,157004.8559961391
43,0.08,0.09999999999999999,208494.4053361043
44,0.09,0.09999999999999999,846960.5658436633
45,0.01,0.10999999999999999,11380686.684320368
46,0.02,0.10999999999999999,8867692.365799353
47,0.03,0.10999999999999999,6590766.666482024
48,0.04,0.10999999999999999,4586028.399974706
49,0.05,0.10999999999999999,2893525.230183118
