,I_t
0,6650.0
1,6569.332325758428
2,6489.180328015548
3,6409.554690167609
4,6330.465608415729
5,6251.922798864377
6,6173.935504826312
7,6096.512504317339
8,6019.6621177246625
9,5943.392215633031
10,5867.710226793299
11,5792.623146218462
12,5718.137543392681
13,5644.25957057926
14,5570.994971213999
15,5498.349088370806
16,5426.326873286919
17,5354.93289393554
18,5284.171343634171
19,5214.046049677381
20,5144.560481983223
21,5075.717761742936
22,5007.520670064068
23,4939.971656597583
24,4873.072848139952
25,4806.8260572016825
26,4741.2327905341745
27,4676.294257607189
28,4612.0113790296755
29,4548.384794907066
30,4485.414873128588
31,4423.101717578501
32,4361.445176265574
33,4300.44484936547
34,4240.100097171084
35,4180.410047946223
36,4121.373605678364
37,4062.989457726543
38,4005.2560823607855
39,3948.171756189752
40,3891.7345614736096
41,3835.942393319415
42,3780.792966756577
43,3726.2838236902344
44,3672.4123397306416
45,3619.1757308969086
46,3566.571060193674
47,3514.5952440595224
48,3463.245058686169
49,3412.5171462076514
50,3362.408020758953
51,3312.9140744036954
52,3264.0315829306815
53,3215.7567115192846
54,3168.0855202737957
55,3121.0139696270326
56,3074.5379256136325
57,3028.6531650136058
58,2983.3553803668347
59,2938.640184859347
60,2894.5031170822863
61,2850.9396456646164
62,2807.9451737806953
63,2765.5150435339456
64,2723.644540217927
65,2682.328896456209
66,2641.5632962224972
67,2601.342878742552
68,2561.662742279477
69,2522.5179478040363
70,2483.90352255169
71,2445.814463468084
72,2408.2457405447853
73,2371.192300047075
74,2334.649067635646
75,2298.610951384085
76,2263.0728446940375
77,2228.029629109971
78,2193.476177035479
79,2159.4073543530612
80,2125.8180229493482
81,2092.703043147725
82,2060.057276050322
83,2027.8755857913397
84,1996.152841703673
85,1964.8839204007872
86,1934.0637077758108
87,1903.6871009197775
88,1873.7490099609586
89,1844.2443598272002
90,1815.1680919331773
91,1786.5151657944464
92,1758.2805605701787
93,1730.4592765364177
94,1703.0463364917005
95,1676.0367870968498
96,1649.4257001507315
97,1623.2081738037368
98,1597.379333710735
99,1571.9343341252102
100,1546.8683589362736
101,1522.1766226502161
102,1497.854371318235
103,1473.8968834119487
104,1450.2994706482746
105,1427.0574787652292
106,1404.1662882501716
107,1381.621315021987
108,1359.4180110686752
109,1337.5518650417857
110,1316.0184028091023
111,1294.8131879669595
112,1273.93182231354
113,1253.3699462844725
114,1233.1232393520238
115,1213.187420389143
116,1193.5582479995944
117,1174.2315208153846
118,1155.2030777626555
119,1136.4687982971964
120,1118.0246026106897
121,1099.866451808786
122,1081.9903480620717
123,1064.3923347309656
124,1047.0684964655563
125,1030.0149592813636
126,1013.2278906119823
127,996.7034993395382
128,980.4380358038684
129,964.4277917912998
130,948.6691005038905
131,933.1583365099613
132,917.89191567673
133,902.8662950858327
134,888.0779729324945
135,873.5234884090924
136,859.1994215738246
137,845.1023932051874
138,831.2290646429317
139,817.5761376161558
140,804.140354059168
141,790.9184959157323
142,777.9073849322957
143,765.1038824407694
144,752.5048891314227
145,740.107344816429
146,727.908228184585
147,715.9045565477076
148,704.0933855791942
149,692.4718090452194
150,681.0369585290201
151,669.7860031487098
152,658.7161492690449
153,647.8246402075505
154,637.1087559354025
155,626.5658127734429
156,616.1931630836959
157,605.9881949567384
158,595.9483318952625
159,586.071032494159
160,576.3537901174353
161,566.794132572271
162,557.3896217805021
163,548.1378534478137
164,539.0364567309095
165,530.083093902917
166,521.2754600172746
167,512.6112825703403
168,504.08832116294866
169,495.70436716113335
170,487.4572433562278
171,479.34480362454076
172,471.3649325868008
173,463.51554526755274
174,455.79458675468015
175,448.2000318592232
176,440.7298847756502
177,433.38217874273613
178,426.154975705194
179,419.04636597619617
180,412.0544679009195
181,405.177427521238
182,398.41341824168336
183,391.76064049678683
184,385.2173214199089
185,378.7817145136594
186,372.4520993220043
187,366.22678110415103
188,360.10409051029734
189,354.08238325932615
190,348.1600398185226
191,342.3354650853855
192,336.607088071601
193,330.97336158924213
194,325.43276193925334
195,319.9837886022767
196,314.6249639318704
197,309.3548328501686
198,304.17196254602743
199,299.0749421756983
