,beta,gamma,sse
0,0.01,0.02,92945645.21617347
1,0.01,0.03,62931487.61002326
2,0.02,0.03,92879709.01423056
3,0.01,0.04,40420564.1529563
4,0.02,0.04,62880920.491609685
5,0.03,0.04,92813404.18519527
6,0.01,0.05,24619116.436185926
7,0.02,0.05,40383745.98396012
8,0.03,0.05,62830086.29361288
9,0.04,0.05,92746731.38585396
10,0.01,0.060000000000000005,14807803.403839113
11,0.02,0.060000000000000005,24594579.246093113
12,0.03,0.060000000000000005,40346748.72789285
13,0.04,0.060000000000000005,62778985.58539051
14,0.05,0.060000000000000005,92679691.27720186
15,0.01,0.07,10334928.339195745
16,0.02,0.07,14794217.486429963
17,0.03,0.07,24569938.998417825
18,0.04,0.07,40309572.87699555
19,0.05,0.07,62727618.93987264
20,0.060000000000000005,0.07,92612284.52443701
21,0.01,0.08,10610279.2013546
22,0.02,0.08,10331089.618071828
23,0.03,0.08,14780593.98945939
24,0.04,0.08,24545196.117419496
25,0.05,0.08,40272218.926530756
26,0.060000000000000005,0.08,62675986.93355356
27,0.07,0.08,92544511.79695101
28,0.01,0.09,15099526.606483296
29,0.02,0.09,10615097.744717564
30,0.03,0.09,10327269.495378492
31,0.04,0.09,14766933.277295891
32,0.05,0.09,24520351.02990357
33,0.060000000000000005,0.09,40234687.374776565
34,0.07,0.09,62624090.14648761
35,0.08,0.09,92476373.7683236
36,0.01,0.09999999999999999,23319128.83229384
37,0.02,0.09999999999999999,15112016.186219444
38,0.03,0.09999999999999999,10619982.87380569
39,0.04,0.09999999999999999,10323468.282759855
40,0.05,0.09999999999999999,14753235.71644486
41,0.060000000000000005,0.09999999999999999,24495404.1652169
42,0.07,0.09999999999999999,40196978.723021336
43,0.08,0.09999999999999999,62571929.16228154
44,0.09,0.09999999999999999,92407871.11631414
45,0.01,0.10999999999999999,34831697.84258789
46,0.02,0.10999999999999999,23338397.43206168
47,0.03,0.10999999999999999,15124613.131478418
48,0.04,0.10999999999999999,10624934.853884587
49,0.05,0.10999999999999999,10319686.293644032
50,0.060000000000000005,0.10999999999999999,14739501.675544308
51,0.07,0.10999999999999999,24470355.955243535
52,0.08,0.10999999999999999,40159093.47555851
53,0.09,0.10999999999999999,62519504.568088315
54,0.09999999999999999,0.10999999999999999,92339004.52285445
55,0.01,0.11999999999999998,49241784.52355209
56,0.02,0.11999999999999998,34856939.028359756
57,0.03,0.11999999999999998,23357807.840899184
58,0.04,0.11999999999999998,15137317.666766685
59,0.05,0.11999999999999998,10629953.951700915
60,0.060000000000000005,0.11999999999999998,10315923.843239915
61,0.07,0.11999999999999998,14725731.525360815
62,0.08,0.11999999999999998,24445206.83439909
63,0.09,0.11999999999999998,40121032.13968049
64,0.09999999999999999,0.11999999999999998,62466816.95460099
65,0.10999999999999999,0.11999999999999998,92269774.67404135
66,0.01,0.12999999999999998,66192045.133911565
67,0.02,0.12999999999999998,49272269.59800379
68,0.03,0.12999999999999998,34882350.90236802
69,0.04,0.12999999999999998,23377360.24752795
70,0.05,0.12999999999999998,15150130.017810874
71,0.060000000000000005,0.12999999999999998,10635040.435478952
72,0.07,0.12999999999999998,10312181.248533513
73,0.08,0.12999999999999998,14711925.638785595
74,0.09,0.12999999999999998,24419957.239626996
75,0.09999999999999999,0.12999999999999998,40082795.225673795
76,0.10999999999999999,0.12999999999999998,62413866.916046284
77,0.11999999999999998,0.12999999999999998,92200182.26012877
78,0.01,0.13999999999999999,85359754.43242896
79,0.02,0.13999999999999999,66227116.00326362
80,0.03,0.13999999999999999,49302949.35913805
81,0.04,0.13999999999999999,34907933.62195191
82,0.05,0.13999999999999999,23397054.841666203
83,0.060000000000000005,0.13999999999999999,15163050.411555413
84,0.07,0.13999999999999999,10640194.574917886
85,0.08,0.13999999999999999,10308458.828284418
86,0.09,0.13999999999999999,14698084.390830403
87,0.09999999999999999,0.13999999999999999,24394607.610392753
88,0.10999999999999999,0.13999999999999999,40044383.24681274
89,0.11999999999999998,0.13999999999999999,62360655.05017717
90,0.12999999999999998,0.13999999999999999,92130227.97552076
91,0.01,0.15,106453634.09067327
92,0.02,0.15,85398817.1208875
93,0.03,0.15,66262401.28238237
94,0.04,0.15,49333823.936807886
95,0.05,0.15,34933687.345256165
96,0.060000000000000005,0.15,23416891.81402667
97,0.07,0.15,15176079.076159766
98,0.08,0.15,10645416.641188743
99,0.09,0.15,10304756.903022535
100,0.09999999999999999,0.15,14684208.158623377
101,0.10999999999999999,0.15,24369158.388680186
102,0.11999999999999998,0.15,40005796.71935451
103,0.12999999999999998,0.15,62307181.958267584
104,0.13999999999999999,0.15,92059912.51876365
105,0.01,0.16,129210967.8556216
106,0.02,0.16,106496152.84355752
107,0.03,0.16,85438110.20268774
108,0.04,0.16,66297901.07708055
109,0.05,0.16,49364893.461507775
110,0.060000000000000005,0.16,34959612.23122883
111,0.07,0.16,23436871.35631445
112,0.08,0.16,15189216.240995888
113,0.09,0.16,10650706.906931307
114,0.09999999999999999,0.16,10301075.795044217
115,0.10999999999999999,0.16,14670297.321404781
116,0.11999999999999998,0.16,24343610.018985443
117,0.12999999999999998,0.16,39967036.16253284
118,0.13999999999999999,0.16,62253448.24510506
119,0.15,0.16,91989236.59253742
120,0.01,0.17,153394977.52194184
121,0.02,0.17,129256459.7776564
122,0.03,0.17,106538914.70800638
123,0.04,0.17,85477633.76264948
124,0.05,0.17,66333615.49367268
125,0.060000000000000005,0.17,49396158.064372316
126,0.07,0.17,34985708.43961927
127,0.08,0.17,23456993.661224797
128,0.09,0.17,15202462.13664571
129,0.09999999999999999,0.17,10656065.646251138
130,0.10999999999999999,0.17,10297415.828408927
131,0.11999999999999998,0.17,14656352.260522993
132,0.12999999999999998,0.17,24317962.948313
133,0.13999999999999999,0.17,39928102.098553166
134,0.15,0.17,62199454.51898427
135,0.16,0.17,91918200.90364988
136,0.01,0.18000000000000002,178792436.1317712
137,0.02,0.18000000000000002,153443007.70209175
138,0.03,0.18000000000000002,129302204.68352269
139,0.04,0.18000000000000002,106581919.75054106
140,0.05,0.18000000000000002,85517387.88597594
141,0.060000000000000005,0.18000000000000002,66369544.63897415
142,0.07,0.18000000000000002,49427617.877174556
143,0.08,0.18000000000000002,35011976.130976826
144,0.09,0.18000000000000002,23477258.922440667
145,0.09999999999999999,0.18000000000000002,15215816.994898438
146,0.10999999999999999,0.18000000000000002,10661493.134716518
147,0.11999999999999998,0.18000000000000002,10293777.328935632
148,0.12999999999999998,0.18000000000000002,14642373.359430363
149,0.13999999999999999,0.18000000000000002,24292217.626170557
150,0.15,0.18000000000000002,39888995.052586
