,beta,gamma,sse
0,0.01,0.02,110099002.33766285
1,0.01,0.03,207827156.35275465
2,0.02,0.03,110861834.06534785
3,0.01,0.04,439610767.0489005
4,0.02,0.04,212586125.1418421
5,0.03,0.04,111747825.91891506
6,0.01,0.05,789418955.783137
7,0.02,0.05,447892807.62711644
8,0.03,0.05,217462184.16628322
9,0.04,0.05,112757285.84693605
10,0.01,0.060000000000000005,1242784046.395609
11,0.02,0.060000000000000005,800797065.6804187
12,0.03,0.060000000000000005,456286009.1088199
13,0.04,0.060000000000000005,222455571.46802303
14,0.05,0.060000000000000005,113890517.90473935
15,0.01,0.07,1786656854.5694528
16,0.02,0.07,1256873019.2145615
17,0.03,0.07,812280571.7294571
18,0.04,0.07,464790549.45077443
19,0.05,0.07,227566521.63611948
20,0.060000000000000005,0.07,115147822.25151256
21,0.01,0.08,2409275189.43191
22,0.02,0.08,1803109403.3814812
23,0.03,0.08,1271061806.2143366
24,0.04,0.08,823869600.3935695
25,0.05,0.08,473406603.5502876
26,0.060000000000000005,0.08,232795265.8051515
27,0.07,0.08,116529495.14763746
28,0.01,0.09,3100044362.4877567
29,0.02,0.09,2427778424.6494555
30,0.03,0.09,1819656380.4811013
31,0.04,0.09,1285350489.874817
32,0.05,0.09,835564275.4279808
33,0.060000000000000005,0.09,482134343.24467963
34,0.07,0.09,238142031.65384412
35,0.08,0.09,118035828.95225513
36,0.01,0.09999999999999999,3849428609.1838965
37,0.02,0.09999999999999999,3120316591.832015
38,0.03,0.09999999999999999,2446370907.5223017
39,0.04,0.09999999999999999,1836297830.9234471
40,0.05,0.09999999999999999,1299739150.281423
41,0.060000000000000005,0.09999999999999999,847364717.8801101
42,0.07,0.09999999999999999,490973937.31092966
43,0.08,0.09999999999999999,243607043.4038783
44,0.09,0.09999999999999999,119667112.12106103
45,0.01,0.10999999999999999,4648852428.494302
46,0.02,0.10999999999999999,3871216430.3352838
47,0.03,0.10999999999999999,3140673099.2094927
48,0.04,0.10999999999999999,2465052651.4030876
49,0.05,0.10999999999999999,1853033797.648984
50,0.060000000000000005,0.10999999999999999,1314227865.1260405
51,0.07,0.10999999999999999,859271046.0900431
52,0.08,0.10999999999999999,499925551.46549094
53,0.09,0.10999999999999999,249190521.81890148
54,0.09999999999999999,0.10999999999999999,121423629.20432976
55,0.01,0.11999999999999998,5490610936.81866
56,0.02,0.11999999999999998,4671928087.70764
57,0.03,0.11999999999999998,3893083773.8072033
58,0.04,0.11999999999999998,3161113871.2574406
59,0.05,0.11999999999999998,2483823667.779299
60,0.060000000000000005,0.11999999999999998,1869864321.4849768
61,0.07,0.11999999999999998,1328816709.708145
62,0.08,0.11999999999999998,871283375.691126
63,0.09,0.11999999999999998,508989348.3642582
64,0.09999999999999999,0.11999999999999998,254892684.20374268
65,0.10999999999999999,0.11999999999999998,123305660.84516591
66,0.01,0.12999999999999998,6367788415.052195
67,0.02,0.12999999999999998,5514769929.231756
68,0.03,0.12999999999999998,4695078727.987958
69,0.04,0.12999999999999998,3915030603.8626795
70,0.05,0.12999999999999998,3181638892.970325
71,0.060000000000000005,0.12999999999999998,2502683966.2751007
72,0.07,0.12999999999999998,1886789441.1470513
73,0.08,0.12999999999999998,1343505756.9359796
74,0.09,0.12999999999999998,883401819.6106932
75,0.09999999999999999,0.12999999999999998,518165487.6027289
76,0.10999999999999999,0.12999999999999998,260713744.40380293
77,0.11999999999999998,0.12999999999999998,125313483.77798459
78,0.01,0.13999999999999999,7274184302.675737
79,0.02,0.13999999999999999,6392847304.638184
80,0.03,0.13999999999999999,5538999574.546188
81,0.04,0.13999999999999999,4718304294.997893
82,0.05,0.13999999999999999,3937056883.3200407
83,0.060000000000000005,0.13999999999999999,3202248147.7019496
84,0.07,0.13999999999999999,2521633554.653284
85,0.08,0.13999999999999999,1903809193.2408924
86,0.09,0.13999999999999999,1358295077.327918
87,0.09999999999999999,0.13999999999999999,895626488.0709771
88,0.10999999999999999,0.13999999999999999,527454125.71630466
89,0.11999999999999998,0.13999999999999999,266653912.80466375
90,0.12999999999999998,0.13999999999999999,127447370.8272159
91,0.01,0.15,8204245960.830947
92,0.02,0.15,7299978741.806863
93,0.03,0.15,6417972729.121541
94,0.04,0.15,5563299803.099995
95,0.05,0.15,4741604733.13173
96,0.060000000000000005,0.15,3959162573.555221
97,0.07,0.15,3222941617.1676607
98,0.08,0.15,2540672438.8172913
99,0.09,0.15,1920923612.2639973
100,0.09999999999999999,0.15,1373184739.013873
101,0.10999999999999999,0.15,907957488.5901119
102,0.11999999999999998,0.15,536855416.18078196
103,0.12999999999999998,0.15,272713396.3318661
104,0.13999999999999999,0.15,129707590.90623347
105,0.01,0.16,9153007588.218693
106,0.02,0.16,8230628891.253603
107,0.03,0.16,7325835803.823593
108,0.04,0.16,6443164606.354407
109,0.05,0.16,5587670544.119754
110,0.060000000000000005,0.16,4764979985.517849
111,0.07,0.16,3981347634.504166
112,0.08,0.16,3243719281.4466295
113,0.09,0.16,2559800622.8133316
114,0.09999999999999999,0.16,1938132730.6075883
115,0.10999999999999999,0.16,1388174807.7369297
116,0.11999999999999998,0.16,920394925.9833008
117,0.12999999999999998,0.16,546369509.41298
118,0.13999999999999999,0.16,278892398.4508965
119,0.15,0.16,132094409.01651064
120,0.01,0.17,10116034729.862879
121,0.02,0.17,9179847606.903101
122,0.03,0.17,8257070733.394541
123,0.04,0.17,7351755396.547595
124,0.05,0.17,6468422853.217001
125,0.060000000000000005,0.17,5612111725.723095
126,0.07,0.17,4788429994.021219
127,0.08,0.17,4003612024.665277
128,0.09,0.17,3264581118.9841843
129,0.09999999999999999,0.17,2579018108.832566
130,0.10999999999999999,0.17,1955436578.558579
131,0.11999999999999998,0.17,1403265346.8549912
132,0.12999999999999998,0.17,932938902.3641472
133,0.13999999999999999,0.17,555996552.7715647
134,0.15,0.17,285191119.1673624
135,0.16,0.17,134608086.24699402
136,0.01,0.18000000000000002,11089373869.83879
137,0.02,0.18000000000000002,10143214604.701792
138,0.03,0.18000000000000002,9206743021.081297
139,0.04,0.18000000000000002,8283571387.164328
140,0.05,0.18000000000000002,7377737426.952528
141,0.060000000000000005,0.18000000000000002,6493747385.620104
142,0.07,0.18000000000000002,5636623274.921278
143,0.08,0.18000000000000002,4811954699.245939
144,0.09,0.18000000000000002,4025955701.101908
145,0.09999999999999999,0.18000000000000002,3285527106.594264
146,0.10999999999999999,0.18000000000000002,2598324897.2134285
147,0.11999999999999998,0.18000000000000002,1972835184.3016849
148,0.12999999999999998,0.18000000000000002,1418456417.3426208
149,0.13999999999999999,0.18000000000000002,945589517.1460762
150,0.15,0.18000000000000002,565736690.5580132
151,0.16,0.18000000000000002,291609755.02734673
152,0.17,0.18000000000000002,137248879.77370277
153,0.01,0.19000000000000003,12069506645.447891
154,0.02,0.19000000000000003,11116789191.541798
155,0.03,0.19000000000000003,10170446547.286802
156,0.04,0.19000000000000003,9233693724.57774
157,0.05,0.19000000000000003,8310130751.73556
158,0.060000000000000005,0.19000000000000003,7403781801.166576
159,0.07,0.19000000000000003,6519138118.507658
160,0.08,0.19000000000000003,5661205117.621787
161,0.09,0.19000000000000003,4835554040.53788
162,0.09999999999999999,0.19000000000000003,4048378619.444959
163,0.10999999999999999,0.19000000000000003,3306557219.461896
164,0.11999999999999998,0.19000000000000003,2617720986.443964
165,0.12999999999999998,0.19000000000000003,1990328573.9215903
166,0.13999999999999999,0.19000000000000003,1433748077.7929604
167,0.15,0.19000000000000003,958346867.0439354
168,0.16,0.19000000000000003,575590064.0177481
169,0.17,0.19000000000000003,298148499.1179733
170,0.18000000000000002,0.19000000000000003,140017042.8595473
171,0.01,0.20000000000000004,13053308262.459118
172,0.02,0.20000000000000004,12097064603.224335
173,0.03,0.20000000000000004,11144253434.849022
174,0.04,0.20000000000000004,10197730446.923637
175,0.05,0.20000000000000004,9260699610.576603
176,0.060000000000000005,0.20000000000000004,8336748725.545392
177,0.07,0.20000000000000004,7429888424.475044
178,0.08,0.20000000000000004,6544594965.859417
179,0.09,0.20000000000000004,5685857178.630983
180,0.09999999999999999,0.20000000000000004,4859227955.987316
181,0.10999999999999999,0.20000000000000004,4070880733.895487
182,0.11999999999999998,0.20000000000000004,3327671431.145784
183,0.12999999999999998,0.20000000000000004,2637206373.164344
184,0.13999999999999999,0.20000000000000004,2007916771.4052594
185,0.15,0.20000000000000004,1449140384.4197936
186,0.16,0.20000000000000004,971211046.0757214
187,0.17,0.20000000000000004,585556811.3414277
188,0.18000000000000002,0.20000000000000004,304807541.0681304
189,0.19000000000000003,0.20000000000000004,142912824.85436678
190,0.01,0.21000000000000005,14038009729.320454
191,0.02,0.21000000000000005,13080926532.214687
192,0.03,0.21000000000000005,12124668510.926346
193,0.04,0.21000000000000005,11171766485.88942
194,0.05,0.21000000000000005,10225066192.364304
195,0.060000000000000005,0.21000000000000005,9287760571.624195
196,0.07,0.21000000000000005,8363425206.298077
197,0.08,0.21000000000000005,7456057201.322927
198,0.09,0.21000000000000005,6570117840.6935835
199,0.09999999999999999,0.21000000000000005,5710579381.656834
200,0.10999999999999999,0.21000000000000005,4882976382.431653
201,0.11999999999999998,0.21000000000000005,4093461997.227456
202,0.12999999999999998,0.21000000000000005,3348869713.5809455
203,0.13999999999999999,0.21000000000000005,2656781052.169345
204,0.15,0.21000000000000005,2025599798.644332
205,0.16,0.21000000000000005,1464633391.0597177
206,0.17,0.21000000000000005,984182145.5644338
207,0.18000000000000002,0.21000000000000005,595637067.6664063
208,0.19000000000000003,0.21000000000000005,311587067.0494124
209,0.20000000000000004,0.21000000000000005,145936471.19518504
210,0.01,0.22000000000000006,15021163563.02776
211,0.02,0.22000000000000006,14065615464.12079
212,0.03,0.22000000000000006,13108587947.377327
213,0.04,0.22000000000000006,12152318252.651054
214,0.05,0.22000000000000006,11199328230.31488
215,0.060000000000000005,0.22000000000000006,10252453671.809414
216,0.07,0.22000000000000006,9314876499.63142
217,0.08,0.22000000000000006,8390160090.967491
218,0.09,0.22000000000000006,7482288035.317557
219,0.09999999999999999,0.22000000000000006,6595706655.069489
220,0.10999999999999999,0.22000000000000006,5735371649.311599
221,0.11999999999999998,0.22000000000000006,4906799255.4581995
222,0.12999999999999998,0.22000000000000006,4116122360.790432
223,0.13999999999999999,0.22000000000000006,3370152037.0814357
224,0.15,0.22000000000000006,2676445016.4110513
225,0.16,0.22000000000000006,2043377675.4376059
226,0.17,0.22000000000000006,1480227149.174415
227,0.18000000000000002,0.22000000000000006,997260254.140081
228,0.19000000000000003,0.22000000000000006,605830965.0783514
229,0.20000000000000004,0.22000000000000006,318487259.77722657
230,0.21000000000000005,0.22000000000000006,149088223.40668333
231,0.01,0.23000000000000007,16000612650.941986
232,0.02,0.23000000000000007,15048692476.516623
233,0.03,0.23000000000000007,14093261699.598293
234,0.04,0.23000000000000007,13136292390.985264
235,0.05,0.23000000000000007,12180013712.086323
236,0.060000000000000005,0.23000000000000007,11226938553.302456
237,0.07,0.23000000000000007,10279892772.910603
238,0.08,0.23000000000000007,9342047285.876312
239,0.09,0.23000000000000007,8416953275.799739
240,0.09999999999999999,0.23000000000000007,7508580829.23126
241,0.10999999999999999,0.23000000000000007,6621361320.090374
242,0.11999999999999998,0.23000000000000007,5760233903.114667
243,0.12999999999999998,0.23000000000000007,4930696509.406967
244,0.13999999999999999,0.23000000000000007,4138861774.512458
245,0.15,0.23000000000000007,3391518370.3431554
246,0.16,0.23000000000000007,2696198257.001528
247,0.17,0.23000000000000007,2061250419.4936373
248,0.18000000000000002,0.23000000000000007,1495921707.853068
249,0.19000000000000003,0.23000000000000007,1010445457.7418182
250,0.20000000000000004,0.23000000000000007,616138632.6130072
251,0.21000000000000005,0.23000000000000007,325508298.5120963
252,0.22000000000000006,0.23000000000000007,152368319.10189304
253,0.01,0.24000000000000007,16974461981.562786
254,0.02,0.24000000000000007,16028008185.249996
255,0.03,0.24000000000000007,15076259398.376842
256,0.04,0.24000000000000007,14120948318.555191
257,0.05,0.24000000000000007,13164039745.727463
258,0.060000000000000005,0.24000000000000007,12207754772.513012
259,0.07,0.24000000000000007,11254597339.556774
260,0.08,0.24000000000000007,10307383382.772957
261,0.09,0.24000000000000007,9369272821.006508
262,0.09999999999999999,0.24000000000000007,8443804656.315755
263,0.10999999999999999,0.24000000000000007,7534935485.004077
264,0.11999999999999998,0.24000000000000007,6647081745.906124
265,0.12999999999999998,0.24000000000000007,5785166063.495383
266,0.13999999999999999,0.24000000000000007,4954668077.373561
267,0.15,0.24000000000000007,4161680186.9029107
268,0.16,0.24000000000000007,3412968680.4466696
269,0.17,0.24000000000000007,2716040763.2156405
270,0.18000000000000002,0.24000000000000007,2079218046.4334269
271,0.19000000000000003,0.24000000000000007,1511717113.81488
272,0.20000000000000004,0.24000000000000007,1023737839.6202012
273,0.21000000000000005,0.24000000000000007,626560196.2581446
274,0.22000000000000006,0.24000000000000007,332650359.061141
275,0.23000000000000007,0.24000000000000007,155776991.98309475
276,0.01,0.25000000000000006,17941052983.361355
277,0.02,0.25000000000000006,17001674552.013851
278,0.03,0.25000000000000006,16055439380.751827
279,0.04,0.25000000000000006,15103864211.866829
280,0.05,0.25000000000000006,14148675203.497395
281,0.060000000000000005,0.25000000000000006,13191829893.945686
282,0.07,0.25000000000000006,12235541316.807114
283,0.08,0.25000000000000006,11282304473.31226
284,0.09,0.25000000000000006,10334925387.957397
285,0.09999999999999999,0.25000000000000006,9396552995.041765
286,0.10999999999999999,0.25000000000000006,8470714127.31395
287,0.11999999999999998,0.25000000000000006,7561351903.74647
288,0.12999999999999998,0.25000000000000006,6672867841.716083
289,0.13999999999999999,0.25000000000000006,5810168049.795887
290,0.15,0.25000000000000006,4978713891.212084
291,0.16,0.25000000000000006,4184577545.0554533
292,0.17,0.25000000000000006,3434502932.8602037
293,0.18000000000000002,0.25000000000000006,2735972522.493943
294,0.19000000000000003,0.25000000000000006,2097280569.7932072
295,0.20000000000000004,0.25000000000000006,1527613411.4116921
296,0.21000000000000005,0.25000000000000006,1037137480.3396184
297,0.22000000000000006,0.25000000000000006,637095778.9556279
298,0.23000000000000007,0.25000000000000006,339913613.7797453
299,0.24000000000000007,0.25000000000000006,159314471.84294045
300,0.01,0.26000000000000006,18898940234.488106
301,0.02,0.26000000000000006,17968039292.984173
302,0.03,0.26000000000000006,17028920574.431833
303,0.04,0.26000000000000006,16082906121.74045
304,0.05,0.26000000000000006,15131506799.99535
305,0.060000000000000005,0.26000000000000006,14176442236.636469
306,0.07,0.26000000000000006,13219662717.63666
307,0.08,0.26000000000000006,12263373227.44202
308,0.09,0.26000000000000006,11310059838.335533
309,0.09999999999999999,0.26000000000000006,10362518674.4832
310,0.10999999999999999,0.26000000000000006,9423887697.376606
311,0.11999999999999998,0.26000000000000006,8497681582.872852
312,0.12999999999999998,0.26000000000000006,7587829985.742077
313,0.13999999999999999,0.26000000000000006,6698719515.771927
314,0.15,0.26000000000000006,5835239780.274087
315,0.16,0.26000000000000006,5002833881.538126
316,0.17,0.26000000000000006,4207553794.6510463
317,0.18000000000000002,0.26000000000000006,3456121091.4426017
318,0.19000000000000003,0.26000000000000006,2755993520.445649
319,0.20000000000000004,0.26000000000000006,2115438001.0273511
320,0.21000000000000005,0.26000000000000006,1543610642.6307635
321,0.22000000000000006,0.26000000000000006,1050644457.7808146
322,0.23000000000000007,0.26000000000000006,647745500.6036774
323,0.24000000000000007,0.26000000000000006,347298231.57340825
324,0.25000000000000006,0.26000000000000006,162980984.56578347
325,0.01,0.2700000000000001,19846870327.720257
326,0.02,0.2700000000000001,18925662651.97641
327,0.03,0.2700000000000001,17995056976.277557
328,0.04,0.2700000000000001,17056199934.623783
329,0.05,0.2700000000000001,16110408292.300297
330,0.060000000000000005,0.2700000000000001,15159187045.523384
331,0.07,0.2700000000000001,14204249299.89163
332,0.08,0.2700000000000001,13247538098.454126
333,0.09,0.2700000000000001,12291250386.490757
334,0.09999999999999999,0.2700000000000001,11337863317.927727
335,0.10999999999999999,0.2700000000000001,10390163127.83038
336,0.11999999999999998,0.2700000000000001,9451276816.782797
337,0.12999999999999998,0.2700000000000001,8524706916.353802
338,0.13999999999999999,0.2700000000000001,7614369630.450516
339,0.15,0.2700000000000001,6724636675.380473
340,0.16,0.2700000000000001,5860381172.106566
341,0.17,0.2700000000000001,5027027977.731789
342,0.18000000000000002,0.2700000000000001,4230608879.9609985
343,0.19000000000000003,0.2700000000000001,3477823118.446416
344,0.20000000000000004,0.2700000000000001,2776103740.8516736
345,0.21000000000000005,0.2700000000000001,2133690349.51133
346,0.22000000000000006,0.2700000000000001,1559708847.097596
347,0.23000000000000007,0.2700000000000001,1064258847.1435522
348,0.24000000000000007,0.2700000000000001,658509478.0592608
349,0.25000000000000006,0.2700000000000001,354804377.899773
350,0.26000000000000006,0.2700000000000001,166776752.1292165
351,0.01,0.2800000000000001,20783762694.599064
352,0.02,0.2800000000000001,19873296323.06408
353,0.03,0.2800000000000001,18952414488.937943
354,0.04,0.2800000000000001,18022105920.956493
355,0.05,0.2800000000000001,17083512518.224396
356,0.060000000000000005,0.2800000000000001,16137945776.30905
357,0.07,0.2800000000000001,15186904830.966087
358,0.08,0.2800000000000001,14232096274.891813
359,0.09,0.2800000000000001,13275455917.71103
360,0.09999999999999999,0.2800000000000001,12319172675.628204
361,0.10999999999999999,0.2800000000000001,11365714794.926868
362,0.11999999999999998,0.2800000000000001,10417858632.942223
363,0.12999999999999998,0.2800000000000001,9478720241.412003
364,0.13999999999999999,0.2800000000000001,8551790020.403679
365,0.15,0.2800000000000001,7640970736.510194
366,0.16,0.2800000000000001,6750619226.906702
367,0.17,0.2800000000000001,5885592141.391615
368,0.18000000000000002,0.2800000000000001,5051296107.940744
369,0.19000000000000003,0.2800000000000001,4253742743.850088
370,0.20000000000000004,0.2800000000000001,3499608974.521064
371,0.21000000000000005,0.2800000000000001,2796303165.6677756
372,0.22000000000000006,0.2800000000000001,2152037622.5448046
373,0.23000000000000007,0.2800000000000001,1575908062.0789304
374,0.24000000000000007,0.2800000000000001,1077980720.9494305
375,0.25000000000000006,0.2800000000000001,669387825.1406493
376,0.26000000000000006,0.2800000000000001,362432214.77083254
377,0.2700000000000001,0.2800000000000001,170701992.605828
378,0.01,0.2900000000000001,21708692210.50565
379,0.02,0.2900000000000001,20809864327.13421
380,0.03,0.2900000000000001,19899749901.16299
381,0.04,0.2900000000000001,18979195635.31507
382,0.05,0.2900000000000001,18049186014.595276
383,0.060000000000000005,0.2900000000000001,17110858210.697685
384,0.07,0.2900000000000001,16165518457.439453
385,0.08,0.2900000000000001,15214660038.594658
386,0.09,0.2900000000000001,14259983042.977627
387,0.09999999999999999,0.2900000000000001,13303416056.38163
388,0.10999999999999999,0.2900000000000001,12347139976.133394
389,0.11999999999999998,0.2900000000000001,11393614151.710258
390,0.12999999999999998,0.2900000000000001,10445605074.22778
391,0.13999999999999999,0.2900000000000001,9506217858.798372
392,0.15,0.2900000000000001,8578930786.9576
393,0.16,0.2900000000000001,7667633201.741152
394,0.17,0.2900000000000001,6776667075.776621
395,0.18000000000000002,0.2900000000000001,5910872603.152281
396,0.19000000000000003,0.2900000000000001,5075638199.083343
397,0.20000000000000004,0.2900000000000001,4276955327.7797747
398,0.21000000000000005,0.2900000000000001,3521478618.7160306
399,0.22000000000000006,0.2900000000000001,2816591775.027774
400,0.23000000000000007,0.2900000000000001,2170479825.3548
401,0.24000000000000007,0.2900000000000001,1592208322.4858246
402,0.25000000000000006,0.2900000000000001,1091810149.0448222
403,0.26000000000000006,0.2900000000000001,680380652.6301227
404,0.2700000000000001,0.2900000000000001,370181900.75533
405,0.2800000000000001,0.2900000000000001,174756920.16516298
406,0.01,0.3000000000000001,22620873418.602333
407,0.02,0.3000000000000001,21734445664.60649
408,0.03,0.3000000000000001,20835991816.79496
409,0.04,0.3000000000000001,19926230954.442078
410,0.05,0.3000000000000001,19006005980.937317
411,0.060000000000000005,0.3000000000000001,18076297144.629208
412,0.07,0.3000000000000001,17138236897.338638
413,0.08,0.3000000000000001,16193126219.161118
414,0.09,0.3000000000000001,15242452550.438274
415,0.09999999999999999,0.3000000000000001,14287909485.203436
416,0.10999999999999999,0.3000000000000001,13331418395.10366
417,0.11999999999999998,0.3000000000000001,12375152168.89174
418,0.12999999999999998,0.3000000000000001,11421561270.196835
419,0.13999999999999999,0.3000000000000001,10473402335.564354
420,0.15,0.3000000000000001,9533769555.861227
421,0.16,0.3000000000000001,8606129107.24173
422,0.17,0.3000000000000001,7694356923.1479435
423,0.18000000000000002,0.3000000000000001,6802780126.48029
424,0.19000000000000003,0.3000000000000001,5936222471.339432
425,0.20000000000000004,0.3000000000000001,5100054176.85185
426,0.21000000000000005,0.3000000000000001,4300246571.811394
427,0.22000000000000006,0.3000000000000001,3543432008.4841547
428,0.23000000000000007,0.3000000000000001,2836969547.246842
429,0.24000000000000007,0.3000000000000001,2189016961.09899
430,0.25000000000000006,0.3000000000000001,1608609660.8768544
431,0.26000000000000006,0.3000000000000001,1105747198.6039166
432,0.2700000000000001,0.3000000000000001,691488068.276833
433,0.2800000000000001,0.3000000000000001,378053590.9813129
434,0.2900000000000001,0.3000000000000001,178941745.07588866
435,0.01,0.3100000000000001,23519646225.27091
436,0.02,0.3100000000000001,22646258582.676506
437,0.03,0.3100000000000001,21760223355.142765
438,0.04,0.3100000000000001,20862145058.68902
439,0.05,0.3100000000000001,19952739375.237896
440,0.060000000000000005,0.3100000000000001,19032845415.522892
441,0.07,0.3100000000000001,18103439198.356087
442,0.08,0.3100000000000001,17165648463.27499
443,0.09,0.3100000000000001,16220768944.742306
444,0.09999999999999999,0.3100000000000001,15270282248.286018
445,0.10999999999999999,0.3100000000000001,14315875482.339405
446,0.11999999999999998,0.3100000000000001,13359462814.180489
447,0.12999999999999998,0.3100000000000001,12403209134.397335
448,0.13999999999999999,0.3100000000000001,11449556031.849623
449,0.15,0.3100000000000001,10501250300.300083
450,0.16,0.3100000000000001,9561375218.907658
451,0.17,0.3100000000000001,8633384871.77602
452,0.18000000000000002,0.3100000000000001,7721141796.922559
453,0.19000000000000003,0.3100000000000001,6828958282.574837
454,0.20000000000000004,0.3100000000000001,5961641658.834911
455,0.21000000000000005,0.3100000000000001,5124543965.715602
456,0.22000000000000006,0.3100000000000001,4323616414.609489
457,0.23000000000000007,0.3100000000000001,3565469099.6849933
458,0.24000000000000007,0.3100000000000001,2857436458.824877
459,0.25000000000000006,0.3100000000000001,2207649030.869032
460,0.26000000000000006,0.3100000000000001,1625112107.4614177
461,0.2700000000000001,0.3100000000000001,1119791934.1319416
462,0.2800000000000001,0.3100000000000001,702710176.7998178
463,0.2900000000000001,0.3100000000000001,386047437.1388868
464,0.3000000000000001,0.3100000000000001,183256673.70816875
