,date,difhat
0,2020-01-22,-0.02166666666666692
1,2020-01-23,0.007142857142857104
2,2020-01-24,0.04071428571428583
3,2020-01-25,0.07904761904761919
4,2020-01-26,0.14333333333333362
5,2020-01-27,0.19000000000000034
6,2020-01-28,0.23761904761904792
7,2020-01-29,0.2719047619047622
8,2020-01-30,0.22190476190476216
9,2020-01-31,0.2738095238095243
10,2020-02-01,0.18666666666666704
11,2020-02-02,0.08428571428571452
12,2020-02-03,0.018095238095238202
13,2020-02-04,0.01285714285714296
14,2020-02-05,0.019523809523809665
15,2020-02-06,0.04142857142857159
16,2020-02-07,0.04714285714285728
17,2020-02-08,0.05476190476190493
18,2020-02-09,0.04476190476190488
19,2020-02-10,0.024285714285714348
20,2020-02-11,-0.002857142857142839
21,2020-02-12,-0.0019047619047619108
22,2020-02-13,-0.010000000000000037
23,2020-02-14,-0.03666666666666678
24,2020-02-15,-0.28000000000000047
25,2020-02-16,-0.4142857142857149
26,2020-02-17,-0.4476190476190484
27,2020-02-18,-0.42904761904761973
28,2020-02-19,-0.30047619047619095
29,2020-02-20,-0.15904761904761933
30,2020-02-21,-0.09904761904761922
31,2020-02-22,0.2133333333333336
32,2020-02-23,0.5695238095238102
33,2020-02-24,0.7500000000000011
34,2020-02-25,0.7733333333333344
35,2020-02-26,0.6576190476190487
36,2020-02-27,0.5109523809523818
37,2020-02-28,0.4019047619047626
38,2020-02-29,0.36333333333333384
39,2020-03-01,0.3519047619047624
40,2020-03-02,0.3576190476190481
41,2020-03-03,0.38809523809523866
42,2020-03-04,0.3752380952380959
43,2020-03-05,0.29904761904761956
44,2020-03-06,0.22285714285714317
45,2020-03-07,0.17809523809523825
46,2020-03-08,0.192857142857143
47,2020-03-09,0.21904761904761919
48,2020-03-10,0.27380952380952417
49,2020-03-11,0.3042857142857148
50,2020-03-12,0.301428571428572
51,2020-03-13,0.27333333333333387
52,2020-03-14,0.24857142857142894
53,2020-03-15,0.234761904761905
54,2020-03-16,0.2509523809523812
55,2020-03-17,0.2414285714285718
56,2020-03-18,0.20857142857142885
57,2020-03-19,0.16809523809523835
58,2020-03-20,0.13333333333333358
59,2020-03-21,0.10714285714285735
60,2020-03-22,0.10095238095238117
61,2020-03-23,0.11095238095238125
62,2020-03-24,0.12047619047619071
63,2020-03-25,0.12047619047619065
64,2020-03-26,0.1066666666666668
65,2020-03-27,0.07190476190476197
66,2020-03-28,0.04666666666666666
67,2020-03-29,0.039047619047619116
68,2020-03-30,0.04380952380952387
69,2020-03-31,0.05238095238095247
70,2020-04-01,0.056190476190476325
71,2020-04-02,0.05000000000000018
72,2020-04-03,0.038095238095238224
73,2020-04-04,0.013333333333333412
74,2020-04-05,-0.016190476190476227
75,2020-04-06,-0.02857142857142863
76,2020-04-07,-0.022380952380952404
77,2020-04-08,-0.008095238095238069
78,2020-04-09,0.0038095238095238087
79,2020-04-10,-0.0033333333333333995
80,2020-04-11,-0.019047619047619195
81,2020-04-12,-0.02809523809523827
82,2020-04-13,-0.030476190476190636
83,2020-04-14,-0.03190476190476203
84,2020-04-15,-0.028571428571428643
85,2020-04-16,-0.026190476190476212
86,2020-04-17,-0.026190476190476226
87,2020-04-18,-0.03000000000000007
88,2020-04-19,-0.04000000000000009
89,2020-04-20,-0.05095238095238101
90,2020-04-21,-0.056190476190476235
91,2020-04-22,-0.046190476190476185
92,2020-04-23,-0.03619047619047619
