,date,r0hat
0,2020-01-22,-2.1149188603353486
1,2020-01-23,1.013673840873785
2,2020-01-24,3.6601047098602515
3,2020-01-25,5.824373746624051
4,2020-01-26,7.506480951165182
5,2020-01-27,8.706426323483646
6,2020-01-28,9.42420986357944
7,2020-01-29,9.65983157145262
8,2020-01-30,9.49837563974197
9,2020-01-31,8.85386152918297
10,2020-02-01,7.310694626316479
11,2020-02-02,6.069843088454536
12,2020-02-03,4.317253620232987
13,2020-02-04,2.0791880484445877
14,2020-02-05,-0.05966348213751599
15,2020-02-06,-0.36388125981075164
16,2020-02-07,1.8509238556963803
17,2020-02-08,1.8417037360416093
18,2020-02-09,1.792883205160755
19,2020-02-10,1.7255747019509529
20,2020-02-11,1.4343798968891397
21,2020-02-12,1.1557197088583326
22,2020-02-13,0.8738013941034951
23,2020-02-14,0.5198817952173556
24,2020-02-15,0.06951490430259738
25,2020-02-16,-3.486224133837698
26,2020-02-17,-6.522905995652828
27,2020-02-18,1.2581677678294034
28,2020-02-19,8.337259838890756
29,2020-02-20,11.113973255532082
30,2020-02-21,18.01647667846276
31,2020-02-22,23.247903366688284
32,2020-02-23,25.04924184438179
33,2020-02-24,25.672621196879206
34,2020-02-25,28.93078240868624
35,2020-02-26,29.961453390837068
36,2020-02-27,26.883097361694677
37,2020-02-28,24.721799041373053
38,2020-02-29,18.569572089368023
39,2020-03-01,11.133407246995478
40,2020-03-02,9.704349447434458
41,2020-03-03,14.953113201891954
42,2020-03-04,16.35098761129256
43,2020-03-05,15.55618808554607
44,2020-03-06,18.67146006537413
45,2020-03-07,15.696106359159927
46,2020-03-08,14.061024550962077
47,2020-03-09,12.304742186236139
48,2020-03-10,13.780977996120209
49,2020-03-11,14.4846641073111
50,2020-03-12,13.543116755742274
51,2020-03-13,13.62855370390007
52,2020-03-14,11.988398115634743
53,2020-03-15,11.531179975481507
54,2020-03-16,10.906172437687445
55,2020-03-17,10.443084046303667
56,2020-03-18,11.48843905682844
57,2020-03-19,9.062082461003484
58,2020-03-20,7.305464318127478
59,2020-03-21,4.3891839397411445
60,2020-03-22,4.053633079327527
61,2020-03-23,1.8047019975756298
62,2020-03-24,2.263761828949584
63,2020-03-25,3.5596769446287464
64,2020-03-26,3.4817436376268227
65,2020-03-27,3.0848855466929077
66,2020-03-28,4.0077828932678585
67,2020-03-29,3.8813842803045793
68,2020-03-30,3.5468404120188675
69,2020-03-31,2.9892764091408592
70,2020-04-01,2.30178678682498
71,2020-04-02,1.300532113055131
72,2020-04-03,1.7316361311593063
73,2020-04-04,1.2789821841629907
74,2020-04-05,1.2546627299516477
75,2020-04-06,1.2791926718398812
76,2020-04-07,1.0516827030560298
77,2020-04-08,0.7697387027027109
78,2020-04-09,1.170988406121367
79,2020-04-10,1.1694753580291573
80,2020-04-11,1.0861470073326511
81,2020-04-12,1.0078298749367913
82,2020-04-13,0.9872315558238608
83,2020-04-14,0.9141972108654857
84,2020-04-15,0.7705894534396494
85,2020-04-16,0.6041302839412784
86,2020-04-17,0.6289124788532221
87,2020-04-18,0.6079211203202254
88,2020-04-19,0.5230502620010478
89,2020-04-20,0.5349434433627589
90,2020-04-21,0.4865322426310539
91,2020-04-22,0.5433302312018579
92,2020-04-23,0.6002619489064533
93,2020-04-24,0.5087640747998832
94,2020-04-25,0.4933704601735319
95,2020-04-26,0.474590050472406
96,2020-04-27,0.5119314672255876
97,2020-04-28,0.551541203894148
98,2020-04-29,0.5086563110092548
99,2020-04-30,0.46054615785708464
100,2020-05-01,0.49625769188794655
101,2020-05-02,0.5222035480859037
102,2020-05-03,0.5251188256338731
103,2020-05-04,0.6232737173371525
104,2020-05-05,0.6647909332918855
105,2020-05-06,0.7733781383822085
106,2020-05-07,0.8544190991683581
107,2020-05-08,0.8664090459102702
108,2020-05-09,0.9152510950992971
109,2020-05-10,0.7899478780910105
110,2020-05-11,0.7507707575097151
111,2020-05-12,0.7455222576285234
112,2020-05-13,0.7137911556832712
113,2020-05-14,0.6562429299864954
114,2020-05-15,0.5744536235428106
115,2020-05-16,0.5268170834015264
116,2020-05-17,0.5169056475887623
117,2020-05-18,0.5917417223299608
118,2020-05-19,0.6078158442864358
119,2020-05-20,0.6412654828831332
120,2020-05-21,0.7771456566309547
121,2020-05-22,0.8081793533264163
122,2020-05-23,0.7326455106745675
123,2020-05-24,0.6980065132540061
124,2020-05-25,0.6503843691379594
125,2020-05-26,0.6416661455076123
126,2020-05-27,0.6684526271990439
127,2020-05-28,0.6660069824165986
128,2020-05-29,0.588309320686604
129,2020-05-30,0.6312589527823216
130,2020-05-31,0.6437926562119567
131,2020-06-01,0.6929137979788764
132,2020-06-02,0.6938067216987969
133,2020-06-03,0.79345810082898
134,2020-06-04,0.836314052977308
135,2020-06-05,0.8103561091400171
136,2020-06-06,0.8004927431961703
137,2020-06-07,0.7998640575111206
138,2020-06-08,0.7153227538647008
139,2020-06-09,0.5005912884108401
140,2020-06-10,0.6921721347606431
141,2020-06-11,0.7511257300615006
142,2020-06-12,0.9942399610501503
143,2020-06-13,1.0409343126922939
144,2020-06-14,1.3787945885401234
145,2020-06-15,1.727694192500655
146,2020-06-16,1.9474086431729363
147,2020-06-17,1.936923134220031
148,2020-06-18,2.042021278232277
149,2020-06-19,2.042174692916584
