,date,difhat
0,2020-01-22,-0.06691176470588242
1,2020-01-23,0.006121848739495742
2,2020-01-24,0.0682876535229476
3,2020-01-25,0.11958564964447316
4,2020-01-26,0.16001583710407238
5,2020-01-27,0.1895782159017453
6,2020-01-28,0.20827278603749202
7,2020-01-29,0.2160995475113135
8,2020-01-30,0.21223529411764833
9,2020-01-31,0.19792760180995594
10,2020-02-01,0.16810859728506894
11,2020-02-02,0.1271855203619918
12,2020-02-03,0.07411764705882408
13,2020-02-04,0.08209954751131283
14,2020-02-05,0.04733936651583753
15,2020-02-06,0.021710407239819263
16,2020-02-07,0.01452488687782823
17,2020-02-08,0.03291402714932153
18,2020-02-09,0.05182805429864288
19,2020-02-10,0.0777375565610864
20,2020-02-11,0.001022624434389109
21,2020-02-12,-0.0607420814479642
22,2020-02-13,-0.11349321266968398
23,2020-02-14,-0.19034389140271607
24,2020-02-15,-0.2570045248868794
25,2020-02-16,-0.32578280542986615
26,2020-02-17,-0.36501357466063555
27,2020-02-18,-0.33104977375565803
28,2020-02-19,-0.22857013574660767
29,2020-02-20,-0.09018099547511362
30,2020-02-21,0.06046153846153879
31,2020-02-22,0.24019909502262582
32,2020-02-23,0.40975565610859965
33,2020-02-24,0.5230769230769261
34,2020-02-25,0.5388597285067905
35,2020-02-26,0.5867873303167455
36,2020-02-27,0.6031493212669718
37,2020-02-28,0.5595113122171979
38,2020-02-29,0.49613574660633786
39,2020-03-01,0.40376470588235547
40,2020-03-02,0.3354208144796401
41,2020-03-03,0.30470588235294305
42,2020-03-04,0.29320361990950405
43,2020-03-05,0.27041628959276176
44,2020-03-06,0.2586968325791871
45,2020-03-07,0.2627873303167436
46,2020-03-08,0.25677828054298796
47,2020-03-09,0.23849773755656253
48,2020-03-10,0.23303167420814622
49,2020-03-11,0.24551131221719605
50,2020-03-12,0.26620814479638166
51,2020-03-13,0.27663348416289757
52,2020-03-14,0.2741176470588252
53,2020-03-15,0.2623257918552052
54,2020-03-16,0.24209954751131368
55,2020-03-17,0.2108416289592773
56,2020-03-18,0.1850950226244355
57,2020-03-19,0.16475113122172047
58,2020-03-20,0.15847963800905077
59,2020-03-21,0.14324886877828147
60,2020-03-22,0.12650678733031756
61,2020-03-23,0.11003619909502338
62,2020-03-24,0.09629864253393729
63,2020-03-25,0.0891040723981906
64,2020-03-26,0.08333936651583762
65,2020-03-27,0.07844343891402764
66,2020-03-28,0.07152036199095063
67,2020-03-29,0.06496832579185559
68,2020-03-30,0.05924886877828091
69,2020-03-31,0.04609049773755687
70,2020-04-01,0.033475113122172176
71,2020-04-02,0.02520361990950247
72,2020-04-03,0.021004524886878005
73,2020-04-04,0.01577375565610875
74,2020-04-05,0.008316742081448062
75,2020-04-06,-0.0013846153846153592
76,2020-04-07,-0.009312217194570186
77,2020-04-08,-0.014769230769230875
78,2020-04-09,-0.019031674208144965
79,2020-04-10,-0.021375565610859928
80,2020-04-11,-0.02046153846153866
81,2020-04-12,-0.01839819004524904
82,2020-04-13,-0.01806334841628978
83,2020-04-14,-0.023194570135746825
84,2020-04-15,-0.030199095022624696
85,2020-04-16,-0.03409049773755681
86,2020-04-17,-0.037972850678733266
87,2020-04-18,-0.03816289592760203
88,2020-04-19,-0.0385158371040726
89,2020-04-20,-0.038823529411764916
90,2020-04-21,-0.03958371040724003
91,2020-04-22,-0.039909502262443664
92,2020-04-23,-0.04091402714932151
93,2020-04-24,-0.04373755656108622
94,2020-04-25,-0.04342986425339393
95,2020-04-26,-0.041076923076923316
96,2020-04-27,-0.040352941176470855
97,2020-04-28,-0.04357466063348447
98,2020-04-29,-0.05470588235294155
99,2020-04-30,-0.06382805429864295
100,2020-05-01,-0.06521266968325834
101,2020-05-02,-0.06104072398190084
102,2020-05-03,-0.05669683257918588
103,2020-05-04,-0.05074208144796413
104,2020-05-05,-0.04585520361990981
105,2020-05-06,-0.04133031674208174
106,2020-05-07,-0.03925791855203648
107,2020-05-08,-0.0370226244343894
108,2020-05-09,-0.034036199095022875
109,2020-05-10,-0.03312217194570157
110,2020-05-11,-0.03593665158371064
111,2020-05-12,-0.038877828054298895
112,2020-05-13,-0.044461538461538753
113,2020-05-14,-0.04476923076923106
114,2020-05-15,-0.040407239819004764
115,2020-05-16,-0.0379638009049776
116,2020-05-17,-0.03390950226244366
117,2020-05-18,-0.03162895927601832
118,2020-05-19,-0.03121266968325815
119,2020-05-20,-0.03154751131221744
120,2020-05-21,-0.03019909502262469
121,2020-05-22,-0.028733031674208393
122,2020-05-23,-0.029330316742081683
123,2020-05-24,-0.02866968325791878
124,2020-05-25,-0.026660633484163105
125,2020-05-26,-0.025764705882353134
126,2020-05-27,-0.02991855203619931
127,2020-05-28,-0.03312217194570159
128,2020-05-29,-0.035674208144796625
129,2020-05-30,-0.034461538461538696
130,2020-05-31,-0.03172850678733053
131,2020-06-01,-0.028923076923077135
132,2020-06-02,-0.026723981900452685
133,2020-06-03,-0.025067873303167617
134,2020-06-04,-0.022506787330316913
135,2020-06-05,-0.020334841628959422
136,2020-06-06,-0.01993665158371055
137,2020-06-07,-0.01801809954751145
138,2020-06-08,-0.02305882352941192
139,2020-06-09,-0.026832579185520528
140,2020-06-10,-0.030886877828054493
141,2020-06-11,-0.024407239819004684
142,2020-06-12,-0.016000000000000108
143,2020-06-13,-0.005873303167420844
144,2020-06-14,0.00579185520361995
145,2020-06-15,0.017484162895927708
146,2020-06-16,0.022868778280543126
147,2020-06-17,0.024968325791855372
148,2020-06-18,0.02600904977375585
149,2020-06-19,0.026923076923077126
150,2020-06-20,0.023257918552036367
151,2020-06-21,0.02012669683257933
152,2020-06-22,0.015990950226244468
153,2020-06-23,0.015122171945701486
154,2020-06-24,0.009828054298642641
155,2020-06-25,0.01028054298642545
156,2020-06-26,0.006253393665158457
157,2020-06-27,0.00034389140271496666
158,2020-06-28,-0.005022624434389158
159,2020-06-29,-0.009484162895927644
160,2020-06-30,-0.01751131221719467
161,2020-07-01,-0.024153846153846296
162,2020-07-02,-0.029285067873303365
163,2020-07-03,-0.029339366515837323
164,2020-07-04,-0.02819909502262467
165,2020-07-05,-0.022180995475113333
166,2020-07-06,-0.017104072398190222
167,2020-07-07,-0.014144796380090648
168,2020-07-08,-0.016162895927601954
169,2020-07-09,-0.014687782805430007
170,2020-07-10,-0.012171945701357574
171,2020-07-11,-0.009656108597285155
172,2020-07-12,-0.007502262443438967
173,2020-07-13,-0.004714932126696858
