,beta,gamma,sse
0,0.02,0.01,257809.64972777118
1,0.03,0.01,83834.0905317658
2,0.03,0.02,258365.9667166204
3,0.04,0.01,38789.877970214104
4,0.04,0.02,84097.76409795794
5,0.04,0.03,258923.4806536476
6,0.05,0.01,133150.63942602865
7,0.05,0.02,38736.35767392145
8,0.05,0.03,84362.44030181742
9,0.05,0.04,259482.1930991584
10,0.060000000000000005,0.01,378079.0865996778
11,0.060000000000000005,0.02,132753.70376979618
12,0.060000000000000005,0.03,38683.62251009252
13,0.060000000000000005,0.04,84628.12088184654
14,0.060000000000000005,0.05,260042.1056141783
15,0.07,0.01,785469.8803013194
16,0.07,0.02,377310.73449099675
17,0.07,0.03,132357.31051323746
18,0.07,0.04,38631.674411014435
19,0.07,0.05,84894.8075773821
20,0.07,0.060000000000000005,260603.21976044026
21,0.08,0.01,1367995.1065903138
22,0.08,0.02,784300.2155173947
23,0.08,0.03,376542.6546246165
24,0.08,0.04,131961.46179928546
25,0.08,0.05,38580.51530993898
26,0.08,0.060000000000000005,85162.50212859035
27,0.08,0.07,261165.5371003899
28,0.09,0.01,2139152.5216705585
29,0.09,0.02,1366392.2147904853
30,0.09,0.03,783130.5230198528
31,0.09,0.04,375774.8493723545
32,0.09,0.05,131566.15977198078
33,0.09,0.060000000000000005,38530.14714108012
34,0.09,0.07,85431.20627646819
35,0.09,0.08,261729.05919718038
36,0.09999999999999999,0.01,3113316.732348689
37,0.09999999999999999,0.02,2137082.339471885
38,0.09999999999999999,0.03,1364788.9629577836
39,0.09999999999999999,0.04,781960.8054291282
40,0.09999999999999999,0.05,375007.32110730186
41,0.09999999999999999,0.060000000000000005,131171.40657648005
42,0.09999999999999999,0.07,38480.57183961218
43,0.09999999999999999,0.08,85700.92176283794
44,0.09999999999999999,0.09,262293.78761467536
45,0.10999999999999999,0.01,4305793.488815443
46,0.10999999999999999,0.02,3110742.9079482662
47,0.10999999999999999,0.03,2135011.4297871534
48,0.10999999999999999,0.04,1363185.353982577
49,0.10999999999999999,0.05,780791.0653670958
50,0.10999999999999999,0.060000000000000005,374240.07220381993
51,0.10999999999999999,0.07,130777.20435904036
52,0.10999999999999999,0.08,38431.79134166746
53,0.10999999999999999,0.09,85971.65033034667
54,0.10999999999999999,0.09999999999999999,262859.7239174404
55,0.11999999999999998,0.01,5732877.277050186
56,0.11999999999999998,0.02,4302677.233608853
57,0.11999999999999998,0.03,3108167.9504821626
58,0.11999999999999998,0.04,2132939.795799728
59,0.11999999999999998,0.05,1361581.3907568883
60,0.11999999999999998,0.060000000000000005,779621.305457087
61,0.11999999999999998,0.07,373473.10503753746
62,0.11999999999999998,0.08,130383.55526702218
63,0.11999999999999998,0.09,38383.80758433346
64,0.11999999999999998,0.09999999999999999,86243.39372246529
65,0.11999999999999998,0.10999999999999999,263426.8696707434
66,0.12999999999999998,0.01,7411912.409309084
67,0.12999999999999998,0.02,5729177.20765925
68,0.12999999999999998,0.03,4299559.398398822
69,0.12999999999999998,0.04,3105591.863451713
70,0.12999999999999998,0.05,2130867.4406948676
71,0.12999999999999998,0.060000000000000005,1359977.0761743844
72,0.12999999999999998,0.07,778451.5283238797
73,0.12999999999999998,0.08,372706.4219853465
74,0.12999999999999998,0.09,129990.46144888832
75,0.12999999999999998,0.09999999999999999,38336.622505651285
76,0.12999999999999998,0.10999999999999999,86516.15368348463
77,0.12999999999999998,0.11999999999999998,263995.2264405554
78,0.13999999999999999,0.01,9361357.822974589
79,0.13999999999999999,0.02,7407584.37939307
80,0.13999999999999999,0.03,5725475.06647926
81,0.13999999999999999,0.04,4296439.987031589
82,0.13999999999999999,0.05,3103014.650360355
83,0.13999999999999999,0.060000000000000005,2128794.367659673
84,0.13999999999999999,0.07,1358372.4131303788
85,0.13999999999999999,0.08,777281.7365936916
86,0.13999999999999999,0.09,371940.02542540024
87,0.13999999999999999,0.09999999999999999,129597.92505419823
88,0.13999999999999999,0.10999999999999999,38290.238044612976
89,0.13999999999999999,0.11999999999999998,86789.93195851333
90,0.13999999999999999,0.12999999999999998,264564.79579354596
91,0.15,0.01,11600855.810555197
92,0.15,0.02,9356354.74415766
93,0.15,0.03,7403253.737286747
94,0.15,0.04,5721770.857730533
95,0.15,0.05,4293319.003355781
96,0.15,0.060000000000000005,3100436.3147136243
97,0.15,0.07,2126720.579883132
98,0.15,0.08,1356767.4045218155
99,0.15,0.09,776111.9328941756
100,0.15,0.09999999999999999,371173.9177371089
101,0.15,0.10999999999999999,129205.94823360938
102,0.15,0.11999999999999998,38244.656141158484
103,0.15,0.12999999999999998,87064.73029347652
104,0.15,0.13999999999999999,265135.57929708157
105,0.16,0.01,14151304.916870803
106,0.16,0.02,11595127.4617586
107,0.16,0.03,9351348.460065875
108,0.16,0.04,7398920.487615999
109,0.16,0.05,5718064.585636025
110,0.16,0.060000000000000005,4290196.4512223685
111,0.16,0.07,3097856.8600191753
112,0.16,0.08,2124646.080556075
113,0.16,0.09,1355162.0532472902
114,0.16,0.09999999999999999,774942.1198544285
115,0.16,0.10999999999999999,370408.10130114725
116,0.16,0.11999999999999998,128814.53313886852
117,0.16,0.12999999999999998,38199.87873617472
118,0.16,0.13999999999999999,87340.5504351142
119,0.16,0.15,265707.57851922605
120,0.17,0.01,17034937.253482524
121,0.17,0.02,14144797.741291128
122,0.17,0.03,11589395.257528488
123,0.17,0.04,9346338.97576478
124,0.17,0.05,7394584.635009675
125,0.17,0.060000000000000005,5714356.254421393
126,0.17,0.07,4287072.334484726
127,0.17,0.08,3095276.2897867537
128,0.17,0.09,2122570.872871184
129,0.17,0.09999999999999999,1353556.3622070136
130,0.17,0.10999999999999999,773772.3001049787
131,0.17,0.11999999999999998,369642.5784994316
132,0.17,0.12999999999999998,128423.68192281637
133,0.17,0.13999999999999999,38155.90777149228
134,0.17,0.15,87617.39413097815
135,0.17,0.16,266280.79502873495
136,0.18000000000000002,0.01,20275400.495270044
137,0.18000000000000002,0.02,17027594.142406765
138,0.18000000000000002,0.03,14138285.998305893
139,0.18000000000000002,0.04,11583659.203406872
140,0.18000000000000002,0.05,9341326.296323216
141,0.18000000000000002,0.060000000000000005,7390246.1840996845
142,0.18000000000000002,0.07,5710645.86831492
143,0.18000000000000002,0.08,4283946.656998576
144,0.18000000000000002,0.09,3092694.607528197
145,0.18000000000000002,0.09999999999999999,2120494.960022993
146,0.18000000000000002,0.10999999999999999,1351950.3343028405
147,0.18000000000000002,0.11999999999999998,772602.4762777826
148,0.18000000000000002,0.12999999999999998,368877.3517151347
149,0.18000000000000002,0.13999999999999999,128033.39673937892
150,0.18000000000000002,0.15,38112.74518988326
151,0.18000000000000002,0.16,87895.26312942886
152,0.18000000000000002,0.17,266855.23039505334
153,0.19000000000000003,0.01,23897844.839774583
154,0.19000000000000003,0.02,20267160.557864364
155,0.19000000000000003,0.03,17020245.685025048
156,0.19000000000000003,0.04,14131769.693973333
157,0.19000000000000003,0.05,11577919.304939475
158,0.19000000000000003,0.060000000000000005,9336310.426813448
159,0.19000000000000003,0.07,7385905.139520867
160,0.19000000000000003,0.08,5706933.431547603
161,0.19000000000000003,0.09,4280819.4226219915
162,0.19000000000000003,0.09999999999999999,3090111.8167574406
163,0.19000000000000003,0.10999999999999999,2118418.3452078914
164,0.19000000000000003,0.11999999999999998,1350343.9724382497
165,0.19000000000000003,0.12999999999999998,771432.6510062215
166,0.19000000000000003,0.13999999999999999,368112.42333267664
167,0.19000000000000003,0.15,127643.67974356785
168,0.19000000000000003,0.16,38070.39293505949
169,0.19000000000000003,0.17,88174.15917963606
170,0.19000000000000003,0.18000000000000002,267430.88618832227
171,0.20000000000000004,0.01,27929015.226557218
172,0.20000000000000004,0.02,23888643.157926317
173,0.20000000000000004,0.03,20258914.42280437
174,0.20000000000000004,0.04,17012891.887955002
175,0.20000000000000004,0.05,14125248.83435589
