,beta,gamma,sse
0,0.01,0.02,1795848605.6568837
1,0.01,0.03,1310751312.226152
2,0.02,0.03,1781478429.453196
3,0.01,0.04,917554155.0536067
4,0.02,0.04,1298951197.673425
5,0.03,0.04,1767153803.2532628
6,0.01,0.05,609933569.633639
7,0.02,0.05,908147882.3735986
8,0.03,0.05,1287196978.8915062
9,0.04,0.05,1752875037.6175027
10,0.01,0.060000000000000005,381945804.2576747
11,0.02,0.060000000000000005,602755502.4832054
12,0.03,0.060000000000000005,898787692.3035195
13,0.04,0.060000000000000005,1275488936.0285184
14,0.05,0.060000000000000005,1738642442.0736732
15,0.01,0.07,228004909.31857523
16,0.02,0.07,376840275.8965895
17,0.03,0.07,595623562.7829871
18,0.04,0.07,889473837.0082144
19,0.05,0.07,1263827348.261622
20,0.060000000000000005,0.07,1724456325.1113229
21,0.01,0.08,142861986.8392145
22,0.02,0.08,224825643.9685936
23,0.03,0.08,371780793.2875218
24,0.04,0.08,588537976.9608643
25,0.05,0.08,880206567.7398217
26,0.060000000000000005,0.08,1252212493.7920241
27,0.07,0.08,1710316994.1762996
28,0.01,0.09,121585628.42238522
29,0.02,0.09,141471554.22589162
30,0.03,0.09,221692230.24380738
31,0.04,0.09,366767559.19851786
32,0.05,0.09,581498970.5870873
33,0.060000000000000005,0.09,870986134.8333712
34,0.07,0.09,1240644649.8400798
35,0.08,0.09,1696224755.6653028
36,0.01,0.09999999999999999,159543473.891792
37,0.02,0.09999999999999999,121854929.605335
38,0.03,0.09999999999999999,140126679.5507235
39,0.04,0.09999999999999999,218604849.17282748
40,0.05,0.09999999999999999,361800775.5919948
41,0.060000000000000005,0.09999999999999999,574506768.3703222
42,0.07,0.09999999999999999,861812787.7023764
43,0.08,0.09999999999999999,1229124092.6404123
44,0.09,0.09999999999999999,1682179914.9204917
45,0.01,0.10999999999999999,252384826.73705482
46,0.02,0.10999999999999999,161351256.59676197
47,0.03,0.10999999999999999,122169407.20665589
48,0.04,0.10999999999999999,138827523.87808168
49,0.05,0.10999999999999999,215563681.02769598
50,0.060000000000000005,0.10999999999999999,356880643.6212031
51,0.07,0.10999999999999999,567561594.153749
52,0.08,0.10999999999999999,852686774.8344948
53,0.09,0.10999999999999999,1217651097.4371033
54,0.09999999999999999,0.10999999999999999,1668182776.2241251
55,0.01,0.11999999999999998,396024266.1021685
56,0.02,0.11999999999999998,255617228.50486314
57,0.03,0.11999999999999998,163203757.04684737
58,0.04,0.11999999999999998,122529203.96721032
59,0.05,0.11999999999999998,137574247.56206942
60,0.060000000000000005,0.11999999999999998,212568905.32076037
61,0.07,0.11999999999999998,352007363.6267581
62,0.08,0.11999999999999998,560663670.9111687
63,0.09,0.11999999999999998,843608343.7872072
64,0.09999999999999999,0.11999999999999998,1206225938.47889
65,0.10999999999999999,0.11999999999999998,1654233642.7932591
66,0.01,0.12999999999999998,586626198.4787248
67,0.02,0.12999999999999998,400574383.6653941
68,0.03,0.12999999999999998,258893821.9075712
69,0.04,0.12999999999999998,165101101.1755709
70,0.05,0.12999999999999998,122934461.9612501
71,0.060000000000000005,0.12999999999999998,136367010.24374285
72,0.07,0.12999999999999998,209620700.8015771
73,0.08,0.12999999999999998,347181135.1331847
74,0.09,0.12999999999999998,553813220.7431731
75,0.09999999999999999,0.12999999999999998,834577741.1835656
76,0.10999999999999999,0.12999999999999998,1194848889.0144289
77,0.11999999999999998,0.12999999999999998,1640332816.7744756
78,0.01,0.13999999999999999,820590295.4940261
79,0.02,0.13999999999999999,592393681.8675156
80,0.03,0.13999999999999999,405168108.14887077
81,0.04,0.13999999999999999,262214717.47217703
82,0.05,0.13999999999999999,167043414.29100716
83,0.060000000000000005,0.13999999999999999,123385322.5939617
84,0.07,0.13999999999999999,135205970.84836525
85,0.08,0.13999999999999999,206719245.4538458
86,0.09,0.13999999999999999,342402156.84549093
87,0.09999999999999999,0.13999999999999999,547010464.8733346
88,0.10999999999999999,0.13999999999999999,825595212.7079455
89,0.11999999999999998,0.13999999999999999,1183520221.2875986
90,0.12999999999999998,0.13999999999999999,1626480599.2386885
91,0.01,0.15,1094537767.2305362
92,0.02,0.15,827480965.4576998
93,0.03,0.15,598204136.8786161
94,0.04,0.15,409805535.96706057
95,0.05,0.15,265580025.139023
96,0.060000000000000005,0.15,169030821.07361355
97,0.07,0.15,123881926.59903693
98,0.08,0.15,134091287.58269121
99,0.09,0.15,203864716.4923717
100,0.09999999999999999,0.15,337670626.64578944
101,0.10999999999999999,0.15,540255623.6444342
102,0.11999999999999998,0.15,816661003.101848
103,0.12999999999999998,0.15,1172240206.5328393
104,0.13999999999999999,0.15,1612677290.1759572
105,0.01,0.16,1405298423.3874965
106,0.02,0.16,1102463254.6421826
107,0.03,0.16,834413928.4391001
108,0.04,0.16,604057647.0090101
109,0.05,0.16,414486762.98431414
110,0.060000000000000005,0.16,268989854.25988936
111,0.07,0.16,171063445.57408938
112,0.08,0.16,124424414.0362674
113,0.09,0.16,133023117.93227535
114,0.09999999999999999,0.16,201057290.36005986
115,0.10999999999999999,0.16,332986741.58995026
