,I_t
0,179792.0
1,165924.2149484953
2,153126.05534997224
3,141315.0251715337
4,130414.99032070131
5,120355.68812179245
6,111072.27459860904
7,102504.90665172272
8,94598.35644257287
9,87301.65550335155
10,80567.76628254216
11,74353.27901221866
12,68618.13194591817
13,63325.35316610748
14,58440.82229892937
15,53933.05060192165
16,49772.978008566904
17,45933.78582260857
18,42390.72385575611
19,39120.95089534252
20,36103.387474285424
21,33318.57999488862
22,30748.575331110085
23,28376.805101385013
24,26187.978866359415
25,24167.985563361955
26,22303.802542486712
27,20583.41161811872
28,18995.721594921273
29,17530.496769009747
30,16178.290943528753
31,14930.38653337532
32,13778.738366598935
33,12715.921820270221
34,11735.084956538758
35,10829.904350376382
36,9994.54432429127
37,9223.619327253231
38,8512.159215333122
39,7855.577210259706
40,7249.640329355874
41,6690.442096244105
42,6174.3773564108515
43,5698.119035285966
44,5258.59668901356
45,4852.9767096455535
46,4478.644057153024
47,4133.18540049194
48,3814.373559042467
49,3520.1531441231596
50,3248.6273080170818
51,2998.0455150860735
52,2766.7922561379237
53,2553.3766332916866
54,2356.42274819787
55,2174.6608316489587
56,2006.9190573950523
57,1852.115987390111
58,1709.2535997648306
59,1577.4108545787508
60,1455.737755871055
61,1343.4498717289666
62,1239.8232770453421
63,1144.1898863620067
64,1055.9331467101536
65,974.4840626799416
66,899.3175280932321
67,829.9489406300096
68,765.9310775831874
69,706.8512125999468
70,652.3284548213636
71,602.0112932658476
72,555.5753306251053
73,512.7211918624552
74,473.17259413026346
75,436.67456556327585
76,402.991801464416
77,371.907147285381
78,343.220198621803
79,316.74600919713623
80,292.31389850562505
81,269.76635142721034
82,248.95800272017146
83,229.75469984450643
84,212.0326380740505
85,195.67756232137867
86,180.5840305296343
87,166.6547338823488
88,153.79986944862307
89,141.93656121909245
90,130.9883258000739
91,120.884579321205
92,111.5601823775897
93,102.95502007267451
94,95.01361445437412
95,87.68476684580584
96,80.92122776472377
97,74.67939230360844
98,68.91901900651372
99,63.602970430257244
100,58.69697371734001
101,54.169399636997625
102,49.991058669850204
103,46.135012821498705
104,42.576401951820806
105,39.29228350030265
106,36.26148457410764
107,33.46446544528665
108,30.883193577089173
109,28.501027367216636
110,26.302608858504627
111,24.273764725334228
112,22.40141489742672
113,20.673488231914465
114,19.078844690021377
115,17.607203516621905
116,16.24907695964838
117,14.995709102032198
118,13.839019411825074
119,12.77155064656503
120,11.78642077602372
121,10.877278613378474
122,10.038262868760842
123,9.263964361197639
124,8.549391145322824
125,7.889936328030259
126,7.281348367579518
127,6.719703663671504
128,6.201381261780562
129,5.723039508660565
130,5.281594508521728
131,4.874200240983942
132,4.498230212626
133,4.151260523837224
134,3.8310542418025757
135,3.5355469788730165
136,3.262833583344082
137,3.0111558568373873
138,2.778891219098344
139,2.564542247131422
140,2.366727021231173
141,2.184170215669359
142,2.0156948765993454
143,1.8602148341694542
144,1.716727699925761
145,1.5843084043581968
146,1.4621032329261614
147,1.3493243221135756
148,1.2452445800291339
149,1.149192998804588
150,1.060550328569832
151,0.9787450851146693
152,0.9032498654984341
153,0.8335779478539999
154,0.7692801534649224
155,0.7099419508853559
156,0.6551807834328426
157,0.6046436028241724
158,0.5580045930535297
159,0.5149630698386403
160,0.4752415420925334
161,0.43858392292311954
162,0.40475387862679857
163,0.37353330503196935
164,0.3447209213693427
165,0.3181309726036612
166,0.29359203186068755
167,0.2709458952286411
168,0.25004656180880624
169,0.2307592924396428
170,0.21295974102594034
171,0.1965331528726473
172,0.18137362485498867
173,0.16738342265514813
174,0.15447235066370146
175,0.14255717048352112
176,0.1315610642872141
177,0.12141313956832889
178,0.11204797209343528
179,0.10340518410846332
180,0.09542905507997464
181,0.08806816246179348
182,0.08127505017099988
183,0.07500592263593137
184,0.06922036244370385
185,0.06388106976690935
186,0.05895362188956026
187,0.05440625128193042
188,0.05020964079352929
189,0.04633673464380696
190,0.04276256399203651
191,0.03946408596181321
192,0.03642003508235242
193,0.0336107861888202
194,0.031018227897807234
195,0.028625645842235637
196,0.02641761491290747
197,0.024379899811970317
198,0.022499363277162596
199,0.02076388138515521
