,I_t
0,29134.0
1,29367.841144568436
2,29600.28379334262
3,29831.239775842223
4,30060.620316355507
5,30288.33609270537
6,30514.29729686591
7,30738.413697383963
8,30960.594703555453
9,31180.749431301683
10,31398.786770686056
11,31614.615455006948
12,31828.14413139789
13,32039.28143286152
14,32247.936051659304
15,32454.01681397439
16,32657.432755760714
17,32858.09319968699
18,33055.907833080164
19,33250.78678676878
20,33442.6407147228
21,33631.38087438263
22,33816.91920756657
23,33999.16842184253
24,34178.04207224661
25,34353.45464322824
26,34525.321630698854
27,34693.559624058595
28,34858.08638807329
29,35018.82094447213
30,35175.683653134765
31,35328.59629273515
32,35477.48214070855
33,35622.266052407285
34,35762.87453931057
35,35899.2358461535
36,36031.280026840795
37,36158.93901901139
38,36282.14671712093
39,36400.839043910615
40,36514.95402013256
41,36624.43183240374
42,36729.21489906309
43,36829.24793390907
44,36924.478007697944
45,37014.85460728658
46,37100.32969230734
47,37180.85774926656
48,37256.39584296256
49,37326.90366512399
50,37392.34358017393
51,37452.6806680309
52,37507.88276386292
53,37557.92049471707
54,37602.76731295258
55,37642.39952641196
56,37676.79632527098
57,37705.93980551497
58,37729.81498899558
59,37748.40984002914
60,37761.71527850468
61,37769.725189476834
62,37772.436429225985
63,37769.84882777521
64,37761.96518786095
65,37748.79128036144
66,37730.33583619425
67,37706.61053470157
68,37677.629988548724
69,37643.41172516887
70,37603.97616479338
71,37559.34659511441
72,37509.54914263297
73,37454.61274075192
74,37394.56909468002
75,37329.45264321896
76,37259.30051751156
77,37184.1524968344
78,37104.05096152416
79,37019.04084313152
80,36929.169571901795
81,36834.48702168548
82,36735.04545238668
83,36630.899450060795
84,36522.10586477689
85,36408.72374636298
86,36290.81427815584
87,36168.44070887916
88,36041.66828277636
89,35910.56416812606
90,35775.19738427007
91,35635.63872728449
92,35491.96069442595
93,35344.237407484965
94,35192.54453517905
95,35036.959214717775
96,34877.559972671654
97,34714.42664527585
98,34547.640298298764
99,34377.28314660396
100,34203.43847353243
101,34026.19055023013
102,33845.62455504354
103,33661.8264931035
104,33474.88311621499
105,33284.88184316747
106,33091.91068057734
107,32896.05814437065
108,32697.413182010892
109,32496.065095572787
110,32292.10346575925
111,32085.618076954834
112,31876.69884340473
113,31665.435736604293
114,31451.918713979754
115,31236.237648936443
116,31018.48226234639
117,30798.742055542745
118,30577.106244883948
119,30353.663697946056
120,30128.502871397097
121,29901.711750602855
122,29673.37779100894
123,29443.587861339583
124,29212.428188649115
125,28979.984305257785
126,28746.34099759922
127,28511.582257002672
128,28275.791232428888
129,28039.050185174656
130,27801.44044555682
131,27563.04237158293
132,27323.93530961189
133,27084.197557004234
134,26843.906326758435
135,26603.13771412595
136,26361.966665194763
137,26120.466947427896
138,25878.71112214052
139,25636.77051889643
140,25394.71521180191
141,25152.613997672695
142,24910.53437604706
143,24668.542531016108
144,24426.703314840033
145,24185.08023331732
146,23943.735432871934
147,23702.729689321997
148,23462.122398291838
149,23221.971567227945
150,22982.333808978176
151,22743.264336892324
152,22504.816961401284
153,22267.044088031176
154,22029.99671680796
155,21793.72444300761
156,21558.275459206277
157,21323.696558584626
158,21090.033139440064
159,20857.329210860622
160,20625.62739951399
161,20394.96895750534
162,20165.393771257637
163,19936.94037136827
164,19709.6459433963
165,19483.54633953471
166,19258.676091122703
167,19035.06842195343
168,18812.75526233317
169,18591.76726384856
170,18372.13381479915
171,18153.88305625326
172,17937.041898685966
173,17721.636039158675
174,17507.689979000814
175,17295.227041954866
176,17084.269392746963
177,16874.838056046225
178,16666.952935776906
179,16460.632834748474
180,16255.895474569716
181,16052.757515813959
182,15851.234578403579
183,15651.341262182941
184,15453.091167650004
185,15256.496916817821
186,15061.57017417829
187,14868.321667741442
188,14676.761210124696
189,14486.897719667486
190,14298.739241547713
191,14112.292968877497
192,13927.565263756691
193,13744.561678263644
194,13563.286975363651
195,13383.745149716524
196,13205.939448365636
197,13029.872391291758
198,12855.545791815906
199,12682.9607768363
